Wk,Date,Rk,School,Prev,Chng,Conf
15,Final,1,Alabama (13-0),1,,SEC (West)
15,Final,2,Clemson (13-0),2,,ACC (Atlantic)
15,Final,3,Notre Dame (12-0),3,,Ind
15,Final,4,Oklahoma (12-1),5,1,Big 12
15,Final,5,Georgia (11-2),4,1,SEC (East)
15,Final,6,Ohio State (12-1),6,,Big Ten (East)
15,Final,7,Michigan (10-2),7,,Big Ten (East)
15,Final,8,UCF (12-0),8,,American (East)
15,Final,9,Washington (10-3),11,2,Pac-12 (North)
15,Final,10,Florida (9-3),9,1,SEC (East)
15,Final,11,LSU (9-3),10,1,SEC (West)
15,Final,12,Penn State (9-3),12,,Big Ten (East)
15,Final,13,Washington State (10-2),13,,Pac-12 (North)
15,Final,14,Kentucky (9-3),15,1,SEC (East)
15,Final,15,Texas (9-4),14,1,Big 12
15,Final,16,West Virginia (8-3),16,,Big 12
15,Final,17,Utah (9-4),17,,Pac-12 (South)
15,Final,18,Mississippi State (8-4),18,,SEC (West)
15,Final,19,Texas A&M (8-4),19,,SEC (West)
15,Final,20,Syracuse (9-3),20,,ACC (Atlantic)
15,Final,21,Fresno State (11-2),25,4,MWC (West)
15,Final,22,Northwestern (8-5),21,1,Big Ten (West)
15,Final,23,Missouri (8-4),24,1,SEC (East)
15,Final,24,Iowa State (8-4),23,1,Big 12
15,Final,25,Boise State (10-3),22,3,MWC (Mountain)
14,2018-11-27,1,Alabama (12-0),1,,SEC (West)
14,2018-11-27,2,Clemson (12-0),2,,ACC (Atlantic)
14,2018-11-27,3,Notre Dame (12-0),3,,Ind
14,2018-11-27,4,Georgia (11-1),5,1,SEC (East)
14,2018-11-27,5,Oklahoma (11-1),6,1,Big 12
14,2018-11-27,6,Ohio State (11-1),10,4,Big Ten (East)
14,2018-11-27,7,Michigan (10-2),4,3,Big Ten (East)
14,2018-11-27,8,UCF (11-0),9,1,American (East)
14,2018-11-27,9,Florida (9-3),11,2,SEC (East)
14,2018-11-27,10,LSU (9-3),7,3,SEC (West)
14,2018-11-27,11,Washington (9-3),16,5,Pac-12 (North)
14,2018-11-27,12,Penn State (9-3),12,,Big Ten (East)
14,2018-11-27,13,Washington State (10-2),8,5,Pac-12 (North)
14,2018-11-27,14,Texas (9-3),14,,Big 12
14,2018-11-27,15,Kentucky (9-3),15,,SEC (East)
14,2018-11-27,16,West Virginia (8-3),13,3,Big 12
14,2018-11-27,17,Utah (9-3),17,,Pac-12 (South)
14,2018-11-27,18,Mississippi State (8-4),18,,SEC (West)
14,2018-11-27,19,Texas A&M (8-4),22,3,SEC (West)
14,2018-11-27,20,Syracuse (9-3),20,,ACC (Atlantic)
14,2018-11-27,21,Northwestern (8-4),19,2,Big Ten (West)
14,2018-11-27,22,Boise State (10-2),23,1,MWC (Mountain)
14,2018-11-27,23,Iowa State (7-4),25,2,Big 12
14,2018-11-27,24,Missouri (8-4),,,SEC (East)
14,2018-11-27,25,Fresno State (10-2),,,MWC (West)
13,2018-11-20,1,Alabama (11-0),1,,SEC (West)
13,2018-11-20,2,Clemson (11-0),2,,ACC (Atlantic)
13,2018-11-20,3,Notre Dame (11-0),3,,Ind
13,2018-11-20,4,Michigan (10-1),4,,Big Ten (East)
13,2018-11-20,5,Georgia (10-1),5,,SEC (East)
13,2018-11-20,6,Oklahoma (10-1),6,,Big 12
13,2018-11-20,7,LSU (9-2),7,,SEC (West)
13,2018-11-20,8,Washington State (10-1),8,,Pac-12 (North)
13,2018-11-20,9,UCF (10-0),11,2,American (East)
13,2018-11-20,10,Ohio State (10-1),10,,Big Ten (East)
13,2018-11-20,11,Florida (8-3),13,2,SEC (East)
13,2018-11-20,12,Penn State (8-3),14,2,Big Ten (East)
13,2018-11-20,13,West Virginia (8-2),9,4,Big 12
13,2018-11-20,14,Texas (8-3),15,1,Big 12
13,2018-11-20,15,Kentucky (8-3),17,2,SEC (East)
13,2018-11-20,16,Washington (8-3),18,2,Pac-12 (North)
13,2018-11-20,17,Utah (8-3),19,2,Pac-12 (South)
13,2018-11-20,18,Mississippi State (7-4),21,3,SEC (West)
13,2018-11-20,19,Northwestern (7-4),22,3,Big Ten (West)
13,2018-11-20,20,Syracuse (8-3),12,8,ACC (Atlantic)
13,2018-11-20,21,Utah State (10-1),23,2,MWC (Mountain)
13,2018-11-20,22,Texas A&M (7-4),,,SEC (West)
13,2018-11-20,23,Boise State (9-2),25,2,MWC (Mountain)
13,2018-11-20,24,Pitt (7-4),,,ACC (Coastal)
13,2018-11-20,25,Iowa State (6-4),16,9,Big 12
12,2018-11-13,1,Alabama (10-0),1,,SEC (West)
12,2018-11-13,2,Clemson (10-0),2,,ACC (Atlantic)
12,2018-11-13,3,Notre Dame (10-0),3,,Ind
12,2018-11-13,4,Michigan (9-1),4,,Big Ten (East)
12,2018-11-13,5,Georgia (9-1),5,,SEC (East)
12,2018-11-13,6,Oklahoma (9-1),6,,Big 12
12,2018-11-13,7,LSU (8-2),7,,SEC (West)
12,2018-11-13,8,Washington State (9-1),8,,Pac-12 (North)
12,2018-11-13,9,West Virginia (8-1),9,,Big 12
12,2018-11-13,10,Ohio State (9-1),10,,Big Ten (East)
12,2018-11-13,11,UCF (9-0),12,1,American (East)
12,2018-11-13,12,Syracuse (8-2),13,1,ACC (Atlantic)
12,2018-11-13,13,Florida (7-3),15,2,SEC (East)
12,2018-11-13,14,Penn State (7-3),20,6,Big Ten (East)
12,2018-11-13,15,Texas (7-3),19,4,Big 12
12,2018-11-13,16,Iowa State (6-3),22,6,Big 12
12,2018-11-13,17,Kentucky (7-3),11,6,SEC (East)
12,2018-11-13,18,Washington (7-3),25,7,Pac-12 (North)
12,2018-11-13,19,Utah (7-3),,,Pac-12 (South)
12,2018-11-13,20,Boston College (7-3),17,3,ACC (Atlantic)
12,2018-11-13,21,Mississippi State (6-4),16,5,SEC (West)
12,2018-11-13,22,Northwestern (6-4),,,Big Ten (West)
12,2018-11-13,23,Utah State (9-1),,,MWC (Mountain)
12,2018-11-13,24,Cincinnati (9-1),,,American (East)
12,2018-11-13,25,Boise State (8-2),,,MWC (Mountain)
11,2018-11-06,1,Alabama (9-0),1,,SEC (West)
