Wk,Date,Rk,School,Prev,Chng,Conf
16,Final,1,Indiana (13-0),2,1,Big Ten
16,Final,2,Ohio State (12-1),1,1,Big Ten
16,Final,3,Georgia (12-1),3,,SEC
16,Final,4,Texas Tech (12-1),4,,Big 12
16,Final,5,Oregon (11-1),5,,Big Ten
16,Final,6,Ole Miss (11-1),6,,SEC
16,Final,7,Texas A&M (11-1),7,,SEC
16,Final,8,Oklahoma (10-2),8,,SEC
16,Final,9,Alabama (10-3),9,,SEC
16,Final,10,Miami (FL) (10-2),12,2,ACC
16,Final,11,Notre Dame (10-2),10,1,Ind
16,Final,12,BYU (11-2),11,1,Big 12
16,Final,13,Texas (9-3),13,,SEC
16,Final,14,Vanderbilt (10-2),14,,SEC
16,Final,15,Utah (10-2),15,,Big 12
16,Final,16,USC (9-3),16,,Big Ten
16,Final,17,Arizona (9-3),18,1,Big 12
16,Final,18,Michigan (9-3),19,1,Big Ten
16,Final,19,Virginia (10-3),17,2,ACC
16,Final,20,Tulane (11-2),20,,American
16,Final,21,Houston (9-3),21,,Big 12
16,Final,22,Georgia Tech (9-3),22,,ACC
16,Final,23,Iowa (8-4),23,,Big Ten
16,Final,24,James Madison (12-1),25,1,Sun Belt (East)
16,Final,25,North Texas (11-2),24,1,American
15,2025-12-02,1,Ohio State (12-0),1,,Big Ten
15,2025-12-02,2,Indiana (12-0),2,,Big Ten
15,2025-12-02,3,Georgia (11-1),4,1,SEC
15,2025-12-02,4,Texas Tech (11-1),5,1,Big 12
15,2025-12-02,5,Oregon (11-1),6,1,Big Ten
15,2025-12-02,6,Ole Miss (11-1),7,1,SEC
15,2025-12-02,7,Texas A&M (11-1),3,4,SEC
15,2025-12-02,8,Oklahoma (10-2),8,,SEC
15,2025-12-02,9,Alabama (10-2),10,1,SEC
15,2025-12-02,10,Notre Dame (10-2),9,1,Ind
15,2025-12-02,11,BYU (11-1),11,,Big 12
15,2025-12-02,12,Miami (FL) (10-2),12,,ACC
15,2025-12-02,13,Texas (9-3),16,3,SEC
15,2025-12-02,14,Vanderbilt (10-2),14,,SEC
15,2025-12-02,15,Utah (10-2),13,2,Big 12
15,2025-12-02,16,USC (9-3),17,1,Big Ten
15,2025-12-02,17,Virginia (10-2),18,1,ACC
15,2025-12-02,18,Arizona (9-3),25,7,Big 12
15,2025-12-02,19,Michigan (9-3),15,4,Big Ten
15,2025-12-02,20,Tulane (10-2),24,4,American
15,2025-12-02,21,Houston (9-3),,,Big 12
15,2025-12-02,22,Georgia Tech (9-3),23,1,ACC
15,2025-12-02,23,Iowa (8-4),,,Big Ten
15,2025-12-02,24,North Texas (11-1),,,American
15,2025-12-02,25,James Madison (11-1),,,Sun Belt (East)
14,2025-11-25,1,Ohio State (11-0),1,,Big Ten
14,2025-11-25,2,Indiana (11-0),2,,Big Ten
14,2025-11-25,3,Texas A&M (11-0),3,,SEC
14,2025-11-25,4,Georgia (10-1),4,,SEC
14,2025-11-25,5,Texas Tech (10-1),5,,Big 12
14,2025-11-25,6,Oregon (10-1),7,1,Big Ten
14,2025-11-25,7,Ole Miss (10-1),6,1,SEC
14,2025-11-25,8,Oklahoma (9-2),8,,SEC
14,2025-11-25,9,Notre Dame (9-2),9,,Ind
14,2025-11-25,10,Alabama (9-2),10,,SEC
14,2025-11-25,11,BYU (10-1),11,,Big 12
14,2025-11-25,12,Miami (FL) (9-2),13,1,ACC
14,2025-11-25,13,Utah (9-2),12,1,Big 12
