Wk,Date,Rk,School,Prev,Chng,Conf
10,2015-11-10,17,Mississippi State (7-2),20,3,SEC (West)
10,2015-11-10,18,Northwestern (7-2),21,3,Big Ten (West)
10,2015-11-10,19,UCLA (7-2),23,4,Pac-12 (South)
10,2015-11-10,20,Navy (7-1),,,American (West)
10,2015-11-10,21,Memphis (8-1),13,8,American (West)
10,2015-11-10,22,Temple (8-1),22,,American (East)
10,2015-11-10,23,North Carolina (8-1),,,ACC (Coastal)
10,2015-11-10,24,Houston (9-0),25,1,American (West)
10,2015-11-10,25,Wisconsin (8-2),,,Big Ten (West)
9,2015-11-03,1,Clemson (8-0),,,ACC (Atlantic)
9,2015-11-03,2,LSU (7-0),,,SEC (West)
9,2015-11-03,3,Ohio State (8-0),,,Big Ten (East)
9,2015-11-03,4,Alabama (7-1),,,SEC (West)
9,2015-11-03,5,Notre Dame (7-1),,,Ind
9,2015-11-03,6,Baylor (7-0),,,Big 12
9,2015-11-03,7,Michigan State (8-0),,,Big Ten (East)
9,2015-11-03,8,Texas Christian (8-0),,,Big 12
9,2015-11-03,9,Iowa (8-0),,,Big Ten (West)
9,2015-11-03,10,Florida (7-1),,,SEC (East)
9,2015-11-03,11,Stanford (7-1),,,Pac-12 (North)
9,2015-11-03,12,Utah (7-1),,,Pac-12 (South)
9,2015-11-03,13,Memphis (8-0),,,American (West)
9,2015-11-03,14,Oklahoma State (8-0),,,Big 12
9,2015-11-03,15,Oklahoma (7-1),,,Big 12
9,2015-11-03,16,Florida State (7-1),,,ACC (Atlantic)
9,2015-11-03,17,Michigan (6-2),,,Big Ten (East)
9,2015-11-03,18,Ole Miss (7-2),,,SEC (West)
9,2015-11-03,19,Texas A&M (6-2),,,SEC (West)
9,2015-11-03,20,Mississippi State (6-2),,,SEC (West)
9,2015-11-03,21,Northwestern (6-2),,,Big Ten (West)
9,2015-11-03,22,Temple (7-1),,,American (East)
9,2015-11-03,23,UCLA (6-2),,,Pac-12 (South)
9,2015-11-03,24,Toledo (7-0),,,MAC (West)
9,2015-11-03,25,Houston (8-0),,,American (West)
