Wk,Date,Rk,School,Prev,Chng,Conf
14,2017-11-28,24,North Carolina State (8-4),,,ACC (Atlantic)
14,2017-11-28,25,Fresno State (9-3),,,MWC (West)
13,2017-11-21,1,Alabama (11-0),1,,SEC (West)
13,2017-11-21,2,Miami (FL) (10-0),3,1,ACC (Coastal)
13,2017-11-21,3,Clemson (10-1),2,1,ACC (Atlantic)
13,2017-11-21,4,Oklahoma (10-1),4,,Big 12
13,2017-11-21,5,Wisconsin (11-0),5,,Big Ten (West)
13,2017-11-21,6,Auburn (9-2),6,,SEC (West)
13,2017-11-21,7,Georgia (10-1),7,,SEC (East)
13,2017-11-21,8,Notre Dame (9-2),8,,Ind
13,2017-11-21,9,Ohio State (9-2),9,,Big Ten (East)
13,2017-11-21,10,Penn State (9-2),10,,Big Ten (East)
13,2017-11-21,11,USC (10-2),11,,Pac-12 (South)
13,2017-11-21,12,Texas Christian (9-2),12,,Big 12
13,2017-11-21,13,Washington State (9-2),14,1,Pac-12 (North)
13,2017-11-21,14,Mississippi State (8-3),16,2,SEC (West)
13,2017-11-21,15,UCF (10-0),15,,American (East)
13,2017-11-21,16,Michigan State (8-3),17,1,Big Ten (East)
13,2017-11-21,17,Washington (9-2),18,1,Pac-12 (North)
13,2017-11-21,18,LSU (8-3),20,2,SEC (West)
13,2017-11-21,19,Oklahoma State (8-3),13,6,Big 12
13,2017-11-21,20,Memphis (9-1),21,1,American (West)
13,2017-11-21,21,Stanford (8-3),22,1,Pac-12 (North)
13,2017-11-21,22,Northwestern (8-3),23,1,Big Ten (West)
13,2017-11-21,23,Boise State (9-2),25,2,MWC (Mountain)
13,2017-11-21,24,South Carolina (8-3),,,SEC (East)
13,2017-11-21,25,Virginia Tech (8-3),,,ACC (Coastal)
12,2017-11-14,1,Alabama (10-0),2,1,SEC (West)
12,2017-11-14,2,Clemson (9-1),4,2,ACC (Atlantic)
12,2017-11-14,3,Miami (FL) (9-0),7,4,ACC (Coastal)
12,2017-11-14,4,Oklahoma (9-1),5,1,Big 12
12,2017-11-14,5,Wisconsin (10-0),8,3,Big Ten (West)
12,2017-11-14,6,Auburn (8-2),10,4,SEC (West)
12,2017-11-14,7,Georgia (9-1),1,6,SEC (East)
12,2017-11-14,8,Notre Dame (8-2),3,5,Ind
12,2017-11-14,9,Ohio State (8-2),13,4,Big Ten (East)
12,2017-11-14,10,Penn State (8-2),14,4,Big Ten (East)
12,2017-11-14,11,USC (9-2),11,,Pac-12 (South)
12,2017-11-14,12,Texas Christian (8-2),6,6,Big 12
12,2017-11-14,13,Oklahoma State (8-2),15,2,Big 12
12,2017-11-14,14,Washington State (9-2),19,5,Pac-12 (North)
12,2017-11-14,15,UCF (9-0),18,3,American (East)
12,2017-11-14,16,Mississippi State (7-3),16,,SEC (West)
12,2017-11-14,17,Michigan State (7-3),12,5,Big Ten (East)
12,2017-11-14,18,Washington (8-2),9,9,Pac-12 (North)
12,2017-11-14,19,North Carolina State (7-3),23,4,ACC (Atlantic)
12,2017-11-14,20,LSU (7-3),24,4,SEC (West)
12,2017-11-14,21,Memphis (8-1),22,1,American (West)
12,2017-11-14,22,Stanford (7-3),,,Pac-12 (North)
12,2017-11-14,23,Northwestern (7-3),25,2,Big Ten (West)
12,2017-11-14,24,Michigan (8-2),,,Big Ten (East)
12,2017-11-14,25,Boise State (8-2),,,MWC (Mountain)
11,2017-11-07,1,Georgia (9-0),1,,SEC (East)
11,2017-11-07,2,Alabama (9-0),2,,SEC (West)
11,2017-11-07,3,Notre Dame (8-1),3,,Ind
11,2017-11-07,4,Clemson (8-1),4,,ACC (Atlantic)
11,2017-11-07,5,Oklahoma (8-1),5,,Big 12
11,2017-11-07,6,Texas Christian (8-1),8,2,Big 12
11,2017-11-07,7,Miami (FL) (8-0),10,3,ACC (Coastal)
11,2017-11-07,8,Wisconsin (9-0),9,1,Big Ten (West)
11,2017-11-07,9,Washington (8-1),12,3,Pac-12 (North)
11,2017-11-07,10,Auburn (7-2),14,4,SEC (West)
11,2017-11-07,11,USC (8-2),17,6,Pac-12 (South)
11,2017-11-07,12,Michigan State (7-2),24,12,Big Ten (East)
11,2017-11-07,13,Ohio State (7-2),6,7,Big Ten (East)
11,2017-11-07,14,Penn State (7-2),7,7,Big Ten (East)
11,2017-11-07,15,Oklahoma State (7-2),11,4,Big 12
11,2017-11-07,16,Mississippi State (7-2),16,,SEC (West)
11,2017-11-07,17,Virginia Tech (7-2),13,4,ACC (Coastal)
11,2017-11-07,18,UCF (8-0),18,,American (East)
11,2017-11-07,19,Washington State (8-2),25,6,Pac-12 (North)
11,2017-11-07,20,Iowa (6-3),,,Big Ten (West)
11,2017-11-07,21,Iowa State (6-3),15,6,Big 12
11,2017-11-07,22,Memphis (8-1),23,1,American (West)
11,2017-11-07,23,North Carolina State (6-3),20,3,ACC (Atlantic)
11,2017-11-07,24,LSU (6-3),19,5,SEC (West)
11,2017-11-07,25,Northwestern (6-3),,,Big Ten (West)
10,2017-10-31,1,Georgia (8-0),,,SEC (East)
10,2017-10-31,2,Alabama (8-0),,,SEC (West)
10,2017-10-31,3,Notre Dame (7-1),,,Ind
10,2017-10-31,4,Clemson (7-1),,,ACC (Atlantic)
10,2017-10-31,5,Oklahoma (7-1),,,Big 12
10,2017-10-31,6,Ohio State (7-1),,,Big Ten (East)
10,2017-10-31,7,Penn State (7-1),,,Big Ten (East)
10,2017-10-31,8,Texas Christian (7-1),,,Big 12
10,2017-10-31,9,Wisconsin (8-0),,,Big Ten (West)
10,2017-10-31,10,Miami (FL) (7-0),,,ACC (Coastal)
10,2017-10-31,11,Oklahoma State (7-1),,,Big 12
10,2017-10-31,12,Washington (7-1),,,Pac-12 (North)
10,2017-10-31,13,Virginia Tech (7-1),,,ACC (Coastal)
10,2017-10-31,14,Auburn (6-2),,,SEC (West)
10,2017-10-31,15,Iowa State (6-2),,,Big 12
10,2017-10-31,16,Mississippi State (6-2),,,SEC (West)
10,2017-10-31,17,USC (7-2),,,Pac-12 (South)
10,2017-10-31,18,UCF (7-0),,,American (East)
10,2017-10-31,19,LSU (6-2),,,SEC (West)
10,2017-10-31,20,North Carolina State (6-2),,,ACC (Atlantic)
10,2017-10-31,21,Stanford (6-2),,,Pac-12 (North)
10,2017-10-31,22,Arizona (6-2),,,Pac-12 (South)
10,2017-10-31,23,Memphis (7-1),,,American (West)
10,2017-10-31,24,Michigan State (6-2),,,Big Ten (East)
10,2017-10-31,25,Washington State (7-2),,,Pac-12 (North)
