Wk,Date,Rk,School,Prev,Chng,Conf
11,2022-11-08,7,LSU (7-2),10,3,SEC (West)
11,2022-11-08,8,USC (8-1),9,1,Pac-12
11,2022-11-08,9,Alabama (7-2),6,3,SEC (West)
11,2022-11-08,10,Clemson (8-1),4,6,ACC (Atlantic)
11,2022-11-08,11,Ole Miss (8-1),11,,SEC (West)
11,2022-11-08,12,UCLA (8-1),12,,Pac-12
11,2022-11-08,13,Utah (7-2),14,1,Pac-12
11,2022-11-08,14,Penn State (7-2),15,1,Big Ten (East)
11,2022-11-08,15,North Carolina (8-1),17,2,ACC (Coastal)
11,2022-11-08,16,North Carolina State (7-2),22,6,ACC (Atlantic)
11,2022-11-08,17,Tulane (8-1),19,2,American
11,2022-11-08,18,Texas (6-3),24,6,Big 12
11,2022-11-08,19,Kansas State (6-3),13,6,Big 12
11,2022-11-08,20,Notre Dame (6-3),,,Ind
11,2022-11-08,21,Illinois (7-2),16,5,Big Ten (West)
11,2022-11-08,22,UCF (7-2),25,3,American
11,2022-11-08,23,Florida State (6-3),,,ACC (Atlantic)
11,2022-11-08,24,Kentucky (6-3),,,SEC (East)
11,2022-11-08,25,Washington (7-2),,,Pac-12
10,2022-11-01,1,Tennessee (8-0),,,SEC (East)
10,2022-11-01,2,Ohio State (8-0),,,Big Ten (East)
10,2022-11-01,3,Georgia (8-0),,,SEC (East)
10,2022-11-01,4,Clemson (8-0),,,ACC (Atlantic)
10,2022-11-01,5,Michigan (8-0),,,Big Ten (East)
10,2022-11-01,6,Alabama (7-1),,,SEC (West)
10,2022-11-01,7,Texas Christian (8-0),,,Big 12
10,2022-11-01,8,Oregon (7-1),,,Pac-12
10,2022-11-01,9,USC (7-1),,,Pac-12
10,2022-11-01,10,LSU (6-2),,,SEC (West)
10,2022-11-01,11,Ole Miss (8-1),,,SEC (West)
10,2022-11-01,12,UCLA (7-1),,,Pac-12
10,2022-11-01,13,Kansas State (6-2),,,Big 12
10,2022-11-01,14,Utah (6-2),,,Pac-12
10,2022-11-01,15,Penn State (6-2),,,Big Ten (East)
10,2022-11-01,16,Illinois (7-1),,,Big Ten (West)
10,2022-11-01,17,North Carolina (7-1),,,ACC (Coastal)
10,2022-11-01,18,Oklahoma State (6-2),,,Big 12
10,2022-11-01,19,Tulane (7-1),,,American
10,2022-11-01,20,Syracuse (6-2),,,ACC (Atlantic)
10,2022-11-01,21,Wake Forest (6-2),,,ACC (Atlantic)
10,2022-11-01,22,North Carolina State (6-2),,,ACC (Atlantic)
10,2022-11-01,23,Oregon State (6-2),,,Pac-12
10,2022-11-01,24,Texas (5-3),,,Big 12
10,2022-11-01,25,UCF (6-2),,,American
