Wk,Date,Rk,School,Prev,Chng,Conf
14,2016-11-29,15,Florida (8-3),15,,SEC (East)
14,2016-11-29,16,West Virginia (9-2),18,2,Big 12
14,2016-11-29,17,Western Michigan (12-0),21,4,MAC (West)
14,2016-11-29,18,Stanford (9-3),24,6,Pac-12 (North)
14,2016-11-29,19,Navy (9-2),25,6,American (West)
14,2016-11-29,20,Utah (8-4),22,2,Pac-12 (South)
14,2016-11-29,21,LSU (7-4),,,SEC (West)
14,2016-11-29,22,Tennessee (8-4),17,5,SEC (East)
14,2016-11-29,23,Virginia Tech (9-3),,,ACC (Coastal)
14,2016-11-29,24,Houston (9-3),20,4,American (West)
14,2016-11-29,25,Pitt (8-4),,,ACC (Coastal)
13,2016-11-22,1,Alabama (11-0),1,,SEC (West)
13,2016-11-22,2,Ohio State (10-1),2,,Big Ten (East)
13,2016-11-22,3,Michigan (10-1),3,,Big Ten (East)
13,2016-11-22,4,Clemson (10-1),4,,ACC (Atlantic)
13,2016-11-22,5,Washington (10-1),6,1,Pac-12 (North)
13,2016-11-22,6,Wisconsin (9-2),7,1,Big Ten (West)
13,2016-11-22,7,Penn State (9-2),8,1,Big Ten (East)
13,2016-11-22,8,Oklahoma (9-2),9,1,Big 12
13,2016-11-22,9,Colorado (9-2),10,1,Pac-12 (South)
13,2016-11-22,10,Oklahoma State (9-2),11,1,Big 12
13,2016-11-22,11,Louisville (9-2),5,6,ACC (Atlantic)
13,2016-11-22,12,USC (8-3),13,1,Pac-12 (South)
13,2016-11-22,13,Auburn (8-3),15,2,SEC (West)
13,2016-11-22,14,Florida State (8-3),17,3,ACC (Atlantic)
13,2016-11-22,15,Florida (8-2),23,8,SEC (East)
13,2016-11-22,16,Nebraska (9-2),18,2,Big Ten (West)
13,2016-11-22,17,Tennessee (8-3),19,2,SEC (East)
13,2016-11-22,18,West Virginia (8-2),14,4,Big 12
13,2016-11-22,19,Boise State (10-1),20,1,MWC (Mountain)
13,2016-11-22,20,Houston (9-2),,,American (West)
13,2016-11-22,21,Western Michigan (11-0),21,,MAC (West)
13,2016-11-22,22,Utah (8-3),12,10,Pac-12 (South)
13,2016-11-22,23,Washington State (8-3),22,1,Pac-12 (North)
13,2016-11-22,24,Stanford (8-3),24,,Pac-12 (North)
13,2016-11-22,25,Navy (8-2),,,American (West)
12,2016-11-15,1,Alabama (10-0),1,,SEC (West)
12,2016-11-15,2,Ohio State (9-1),5,3,Big Ten (East)
12,2016-11-15,3,Michigan (9-1),3,,Big Ten (East)
12,2016-11-15,4,Clemson (9-1),2,2,ACC (Atlantic)
12,2016-11-15,5,Louisville (9-1),6,1,ACC (Atlantic)
12,2016-11-15,6,Washington (9-1),4,2,Pac-12 (North)
12,2016-11-15,7,Wisconsin (8-2),7,,Big Ten (West)
12,2016-11-15,8,Penn State (8-2),10,2,Big Ten (East)
12,2016-11-15,9,Oklahoma (8-2),11,2,Big 12
12,2016-11-15,10,Colorado (8-2),12,2,Pac-12 (South)
12,2016-11-15,11,Oklahoma State (8-2),13,2,Big 12
12,2016-11-15,12,Utah (8-2),15,3,Pac-12 (South)
12,2016-11-15,13,USC (7-3),20,7,Pac-12 (South)
12,2016-11-15,14,West Virginia (8-1),16,2,Big 12
12,2016-11-15,15,Auburn (7-3),9,6,SEC (West)
12,2016-11-15,16,LSU (6-3),24,8,SEC (West)
12,2016-11-15,17,Florida State (7-3),18,1,ACC (Atlantic)
12,2016-11-15,18,Nebraska (8-2),19,1,Big Ten (West)
12,2016-11-15,19,Tennessee (7-3),,,SEC (East)
12,2016-11-15,20,Boise State (9-1),22,2,MWC (Mountain)
12,2016-11-15,21,Western Michigan (10-0),21,,MAC (West)
12,2016-11-15,22,Washington State (8-2),23,1,Pac-12 (North)
12,2016-11-15,23,Florida (7-2),,,SEC (East)
12,2016-11-15,24,Stanford (7-3),,,Pac-12 (North)
12,2016-11-15,25,Texas A&M (7-3),8,17,SEC (West)
11,2016-11-08,1,Alabama (9-0),1,,SEC (West)
11,2016-11-08,2,Clemson (9-0),2,,ACC (Atlantic)
11,2016-11-08,3,Michigan (9-0),3,,Big Ten (East)
11,2016-11-08,4,Washington (9-0),5,1,Pac-12 (North)
11,2016-11-08,5,Ohio State (8-1),6,1,Big Ten (East)
11,2016-11-08,6,Louisville (8-1),7,1,ACC (Atlantic)
11,2016-11-08,7,Wisconsin (7-2),8,1,Big Ten (West)
11,2016-11-08,8,Texas A&M (7-2),4,4,SEC (West)
11,2016-11-08,9,Auburn (7-2),9,,SEC (West)
11,2016-11-08,10,Penn State (7-2),12,2,Big Ten (East)
11,2016-11-08,11,Oklahoma (7-2),14,3,Big 12
11,2016-11-08,12,Colorado (7-2),15,3,Pac-12 (South)
11,2016-11-08,13,Oklahoma State (7-2),18,5,Big 12
11,2016-11-08,14,Virginia Tech (7-2),19,5,ACC (Coastal)
11,2016-11-08,15,Utah (7-2),16,1,Pac-12 (South)
11,2016-11-08,16,West Virginia (7-1),20,4,Big 12
11,2016-11-08,17,North Carolina (7-2),21,4,ACC (Coastal)
11,2016-11-08,18,Florida State (6-3),22,4,ACC (Atlantic)
11,2016-11-08,19,Nebraska (7-2),10,9,Big Ten (West)
11,2016-11-08,20,USC (6-3),,,Pac-12 (South)
11,2016-11-08,21,Western Michigan (9-0),23,2,MAC (West)
11,2016-11-08,22,Boise State (8-1),24,2,MWC (Mountain)
11,2016-11-08,23,Washington State (7-2),25,2,Pac-12 (North)
11,2016-11-08,24,LSU (5-3),13,11,SEC (West)
11,2016-11-08,25,Arkansas (6-3),,,SEC (West)
10,2016-11-01,1,Alabama (8-0),,,SEC (West)
10,2016-11-01,2,Clemson (8-0),,,ACC (Atlantic)
10,2016-11-01,3,Michigan (8-0),,,Big Ten (East)
10,2016-11-01,4,Texas A&M (7-1),,,SEC (West)
10,2016-11-01,5,Washington (8-0),,,Pac-12 (North)
10,2016-11-01,6,Ohio State (7-1),,,Big Ten (East)
10,2016-11-01,7,Louisville (7-1),,,ACC (Atlantic)
10,2016-11-01,8,Wisconsin (6-2),,,Big Ten (West)
10,2016-11-01,9,Auburn (6-2),,,SEC (West)
10,2016-11-01,10,Nebraska (7-1),,,Big Ten (West)
10,2016-11-01,11,Florida (6-1),,,SEC (East)
10,2016-11-01,12,Penn State (6-2),,,Big Ten (East)
10,2016-11-01,13,LSU (5-2),,,SEC (West)
10,2016-11-01,14,Oklahoma (6-2),,,Big 12
10,2016-11-01,15,Colorado (6-2),,,Pac-12 (South)
10,2016-11-01,16,Utah (7-2),,,Pac-12 (South)
10,2016-11-01,17,Baylor (6-1),,,Big 12
10,2016-11-01,18,Oklahoma State (6-2),,,Big 12
10,2016-11-01,19,Virginia Tech (6-2),,,ACC (Coastal)
10,2016-11-01,20,West Virginia (6-1),,,Big 12
10,2016-11-01,21,North Carolina (6-2),,,ACC (Coastal)
10,2016-11-01,22,Florida State (5-3),,,ACC (Atlantic)
10,2016-11-01,23,Western Michigan (8-0),,,MAC (West)
10,2016-11-01,24,Boise State (7-1),,,MWC (Mountain)
10,2016-11-01,25,Washington State (6-2),,,Pac-12 (North)
