Wk,Date,Rk,School,Prev,Chng,Conf
13,2023-11-21,11,Penn State (9-2),12,1,Big Ten (East)
13,2023-11-21,12,Ole Miss (9-2),13,1,SEC (West)
13,2023-11-21,13,Oklahoma (9-2),14,1,Big 12
13,2023-11-21,14,LSU (8-3),15,1,SEC (West)
13,2023-11-21,15,Arizona (8-3),17,2,Pac-12
13,2023-11-21,16,Oregon State (8-3),11,5,Pac-12
13,2023-11-21,17,Iowa (9-2),16,1,Big Ten (West)
13,2023-11-21,18,Notre Dame (8-3),19,1,Ind
13,2023-11-21,19,Kansas State (8-3),21,2,Big 12
13,2023-11-21,20,Oklahoma State (8-3),23,3,Big 12
13,2023-11-21,21,Tennessee (7-4),18,3,SEC (East)
13,2023-11-21,22,North Carolina State (8-3),,,ACC
13,2023-11-21,23,Tulane (10-1),24,1,American
13,2023-11-21,24,Clemson (7-4),,,ACC
13,2023-11-21,25,Liberty (11-0),,,CUSA
12,2023-11-14,1,Georgia (10-0),2,1,SEC (East)
12,2023-11-14,2,Ohio State (10-0),1,1,Big Ten (East)
12,2023-11-14,3,Michigan (10-0),3,,Big Ten (East)
12,2023-11-14,4,Florida State (10-0),4,,ACC
12,2023-11-14,5,Washington (10-0),5,,Pac-12
12,2023-11-14,6,Oregon (9-1),6,,Pac-12
12,2023-11-14,7,Texas (9-1),7,,Big 12
12,2023-11-14,8,Alabama (9-1),8,,SEC (West)
12,2023-11-14,9,Missouri (8-2),14,5,SEC (East)
12,2023-11-14,10,Louisville (9-1),11,1,ACC
12,2023-11-14,11,Oregon State (8-2),12,1,Pac-12
12,2023-11-14,12,Penn State (8-2),10,2,Big Ten (East)
12,2023-11-14,13,Ole Miss (8-2),9,4,SEC (West)
12,2023-11-14,14,Oklahoma (8-2),17,3,Big 12
12,2023-11-14,15,LSU (7-3),19,4,SEC (West)
12,2023-11-14,16,Iowa (8-2),22,6,Big Ten (West)
12,2023-11-14,17,Arizona (7-3),21,4,Pac-12
12,2023-11-14,18,Tennessee (7-3),13,5,SEC (East)
12,2023-11-14,19,Notre Dame (7-3),20,1,Ind
12,2023-11-14,20,North Carolina (8-2),24,4,ACC
12,2023-11-14,21,Kansas State (7-3),25,4,Big 12
12,2023-11-14,22,Utah (7-3),18,4,Pac-12
12,2023-11-14,23,Oklahoma State (7-3),15,8,Big 12
12,2023-11-14,24,Tulane (9-1),23,1,American
12,2023-11-14,25,Kansas (7-3),16,9,Big 12
11,2023-11-07,1,Ohio State (9-0),1,,Big Ten (East)
11,2023-11-07,2,Georgia (9-0),2,,SEC (East)
11,2023-11-07,3,Michigan (9-0),3,,Big Ten (East)
11,2023-11-07,4,Florida State (9-0),4,,ACC
11,2023-11-07,5,Washington (9-0),5,,Pac-12
11,2023-11-07,6,Oregon (8-1),6,,Pac-12
11,2023-11-07,7,Texas (8-1),7,,Big 12
11,2023-11-07,8,Alabama (8-1),8,,SEC (West)
11,2023-11-07,9,Ole Miss (8-1),10,1,SEC (West)
11,2023-11-07,10,Penn State (8-1),11,1,Big Ten (East)
11,2023-11-07,11,Louisville (8-1),13,2,ACC
11,2023-11-07,12,Oregon State (7-2),16,4,Pac-12
11,2023-11-07,13,Tennessee (7-2),17,4,SEC (East)
11,2023-11-07,14,Missouri (7-2),12,2,SEC (East)
11,2023-11-07,15,Oklahoma State (7-2),22,7,Big 12
11,2023-11-07,16,Kansas (7-2),21,5,Big 12
11,2023-11-07,17,Oklahoma (7-2),9,8,Big 12
11,2023-11-07,18,Utah (7-2),18,,Pac-12
11,2023-11-07,19,LSU (6-3),14,5,SEC (West)
11,2023-11-07,20,Notre Dame (7-3),15,5,Ind
11,2023-11-07,21,Arizona (6-3),,,Pac-12
11,2023-11-07,22,Iowa (7-2),,,Big Ten (West)
11,2023-11-07,23,Tulane (8-1),24,1,American
11,2023-11-07,24,North Carolina (7-2),,,ACC
11,2023-11-07,25,Kansas State (6-3),23,2,Big 12
10,2023-10-31,1,Ohio State (8-0),,,Big Ten (East)
10,2023-10-31,2,Georgia (8-0),,,SEC (East)
10,2023-10-31,3,Michigan (8-0),,,Big Ten (East)
10,2023-10-31,4,Florida State (8-0),,,ACC
10,2023-10-31,5,Washington (8-0),,,Pac-12
10,2023-10-31,6,Oregon (7-1),,,Pac-12
10,2023-10-31,7,Texas (7-1),,,Big 12
10,2023-10-31,8,Alabama (7-1),,,SEC (West)
10,2023-10-31,9,Oklahoma (7-1),,,Big 12
10,2023-10-31,10,Ole Miss (7-1),,,SEC (West)
10,2023-10-31,11,Penn State (7-1),,,Big Ten (East)
10,2023-10-31,12,Missouri (7-1),,,SEC (East)
10,2023-10-31,13,Louisville (7-1),,,ACC
10,2023-10-31,14,LSU (6-2),,,SEC (West)
10,2023-10-31,15,Notre Dame (7-2),,,Ind
10,2023-10-31,16,Oregon State (6-2),,,Pac-12
10,2023-10-31,17,Tennessee (6-2),,,SEC (East)
10,2023-10-31,18,Utah (6-2),,,Pac-12
10,2023-10-31,19,UCLA (6-2),,,Pac-12
10,2023-10-31,20,USC (7-2),,,Pac-12
10,2023-10-31,21,Kansas (6-2),,,Big 12
10,2023-10-31,22,Oklahoma State (6-2),,,Big 12
10,2023-10-31,23,Kansas State (6-2),,,Big 12
10,2023-10-31,24,Tulane (7-1),,,American
10,2023-10-31,25,Air Force (8-0),,,MWC
