Wk,Date,Rk,School,Prev,Chng,Conf
15,2019-12-03,21,Appalachian State (11-1),25,4,Sun Belt (East)
15,2019-12-03,22,USC (8-4),22,,Pac-12 (South)
15,2019-12-03,23,Virginia (9-3),,,ACC (Coastal)
15,2019-12-03,24,Navy (9-2),,,American (West)
15,2019-12-03,25,Oklahoma State (8-4),21,4,Big 12
14,2019-11-26,1,Ohio State (11-0),2,1,Big Ten (East)
14,2019-11-26,2,LSU (11-0),1,1,SEC (West)
14,2019-11-26,3,Clemson (11-0),3,,ACC (Atlantic)
14,2019-11-26,4,Georgia (10-1),4,,SEC (East)
14,2019-11-26,5,Alabama (10-1),5,,SEC (West)
14,2019-11-26,6,Utah (10-1),7,1,Pac-12 (South)
14,2019-11-26,7,Oklahoma (10-1),9,2,Big 12
14,2019-11-26,8,Minnesota (10-1),10,2,Big Ten (West)
14,2019-11-26,9,Baylor (10-1),14,5,Big 12
14,2019-11-26,10,Penn State (9-2),8,2,Big Ten (East)
14,2019-11-26,11,Florida (9-2),11,,SEC (East)
14,2019-11-26,12,Wisconsin (9-2),12,,Big Ten (West)
14,2019-11-26,13,Michigan (9-2),13,,Big Ten (East)
14,2019-11-26,14,Oregon (9-2),6,8,Pac-12 (North)
14,2019-11-26,15,Auburn (8-3),15,,SEC (West)
14,2019-11-26,16,Notre Dame (9-2),16,,Ind
14,2019-11-26,17,Iowa (8-3),17,,Big Ten (West)
14,2019-11-26,18,Memphis (10-1),18,,American (West)
14,2019-11-26,19,Cincinnati (10-1),19,,American (East)
14,2019-11-26,20,Boise State (10-1),20,,MWC (Mountain)
14,2019-11-26,21,Oklahoma State (8-3),21,,Big 12
14,2019-11-26,22,USC (8-4),23,1,Pac-12 (South)
14,2019-11-26,23,Iowa State (7-4),22,1,Big 12
14,2019-11-26,24,Virginia Tech (8-3),,,ACC (Coastal)
14,2019-11-26,25,Appalachian State (10-1),24,1,Sun Belt (East)
13,2019-11-19,1,LSU (10-0),1,,SEC (West)
13,2019-11-19,2,Ohio State (10-0),2,,Big Ten (East)
13,2019-11-19,3,Clemson (11-0),3,,ACC (Atlantic)
13,2019-11-19,4,Georgia (9-1),4,,SEC (East)
13,2019-11-19,5,Alabama (9-1),5,,SEC (West)
13,2019-11-19,6,Oregon (9-1),6,,Pac-12 (North)
13,2019-11-19,7,Utah (9-1),7,,Pac-12 (South)
13,2019-11-19,8,Penn State (9-1),9,1,Big Ten (East)
13,2019-11-19,9,Oklahoma (9-1),10,1,Big 12
13,2019-11-19,10,Minnesota (9-1),8,2,Big Ten (West)
13,2019-11-19,11,Florida (9-2),11,,SEC (East)
13,2019-11-19,12,Wisconsin (8-2),14,2,Big Ten (West)
13,2019-11-19,13,Michigan (8-2),15,2,Big Ten (East)
13,2019-11-19,14,Baylor (9-1),13,1,Big 12
13,2019-11-19,15,Auburn (7-3),12,3,SEC (West)
13,2019-11-19,16,Notre Dame (8-2),16,,Ind
13,2019-11-19,17,Iowa (7-3),20,3,Big Ten (West)
13,2019-11-19,18,Memphis (9-1),18,,American (West)
13,2019-11-19,19,Cincinnati (9-1),17,2,American (East)
13,2019-11-19,20,Boise State (9-1),21,1,MWC (Mountain)
13,2019-11-19,21,Oklahoma State (7-3),22,1,Big 12
13,2019-11-19,22,Iowa State (6-4),,,Big 12
13,2019-11-19,23,USC (7-4),,,Pac-12 (South)
13,2019-11-19,24,Appalachian State (9-1),25,1,Sun Belt (East)
13,2019-11-19,25,SMU (9-1),,,American (West)
12,2019-11-12,1,LSU (9-0),2,1,SEC (West)
12,2019-11-12,2,Ohio State (9-0),1,1,Big Ten (East)
12,2019-11-12,3,Clemson (10-0),5,2,ACC (Atlantic)
12,2019-11-12,4,Georgia (8-1),6,2,SEC (East)
12,2019-11-12,5,Alabama (8-1),3,2,SEC (West)
12,2019-11-12,6,Oregon (8-1),7,1,Pac-12 (North)
12,2019-11-12,7,Utah (8-1),8,1,Pac-12 (South)
12,2019-11-12,8,Minnesota (9-0),17,9,Big Ten (West)
12,2019-11-12,9,Penn State (8-1),4,5,Big Ten (East)
12,2019-11-12,10,Oklahoma (8-1),9,1,Big 12
12,2019-11-12,11,Florida (8-2),10,1,SEC (East)
12,2019-11-12,12,Auburn (7-2),11,1,SEC (West)
12,2019-11-12,13,Baylor (9-0),12,1,Big 12
12,2019-11-12,14,Wisconsin (7-2),13,1,Big Ten (West)
12,2019-11-12,15,Michigan (7-2),14,1,Big Ten (East)
12,2019-11-12,16,Notre Dame (7-2),15,1,Ind
12,2019-11-12,17,Cincinnati (8-1),20,3,American (East)
12,2019-11-12,18,Memphis (8-1),21,3,American (West)
12,2019-11-12,19,Texas (6-3),,,Big 12
12,2019-11-12,20,Iowa (6-3),18,2,Big Ten (West)
12,2019-11-12,21,Boise State (8-1),22,1,MWC (Mountain)
12,2019-11-12,22,Oklahoma State (6-3),23,1,Big 12
12,2019-11-12,23,Navy (7-1),24,1,American (West)
12,2019-11-12,24,Kansas State (6-3),16,8,Big 12
12,2019-11-12,25,Appalachian State (8-1),,,Sun Belt (East)
11,2019-11-06,1,Ohio State (8-0),,,Big Ten (East)
11,2019-11-06,2,LSU (8-0),,,SEC (West)
11,2019-11-06,3,Alabama (8-0),,,SEC (West)
11,2019-11-06,4,Penn State (8-0),,,Big Ten (East)
11,2019-11-06,5,Clemson (9-0),,,ACC (Atlantic)
11,2019-11-06,6,Georgia (7-1),,,SEC (East)
11,2019-11-06,7,Oregon (8-1),,,Pac-12 (North)
11,2019-11-06,8,Utah (8-1),,,Pac-12 (South)
11,2019-11-06,9,Oklahoma (7-1),,,Big 12
11,2019-11-06,10,Florida (7-2),,,SEC (East)
11,2019-11-06,11,Auburn (7-2),,,SEC (West)
11,2019-11-06,12,Baylor (8-0),,,Big 12
11,2019-11-06,13,Wisconsin (6-2),,,Big Ten (West)
11,2019-11-06,14,Michigan (7-2),,,Big Ten (East)
11,2019-11-06,15,Notre Dame (6-2),,,Ind
11,2019-11-06,16,Kansas State (6-2),,,Big 12
11,2019-11-06,17,Minnesota (8-0),,,Big Ten (West)
11,2019-11-06,18,Iowa (6-2),,,Big Ten (West)
11,2019-11-06,19,Wake Forest (7-1),,,ACC (Atlantic)
11,2019-11-06,20,Cincinnati (7-1),,,American (East)
11,2019-11-06,21,Memphis (8-1),,,American (West)
11,2019-11-06,22,Boise State (7-1),,,MWC (Mountain)
11,2019-11-06,23,Oklahoma State (6-3),,,Big 12
11,2019-11-06,24,Navy (7-1),,,American (West)
11,2019-11-06,25,SMU (8-1),,,American (West)
