Wk,Date,Rk,School,Prev,Chng,Conf
15,2020-12-15,13,USC (5-0),15,2,Pac-12 (South)
15,2020-12-15,14,Northwestern (6-1),14,,Big Ten (West)
15,2020-12-15,15,North Carolina (8-3),17,2,ACC
15,2020-12-15,16,Iowa (6-2),16,,Big Ten (West)
15,2020-12-15,17,BYU (10-1),18,1,Ind
15,2020-12-15,18,Miami (FL) (8-2),10,8,ACC
15,2020-12-15,19,Louisiana (9-1),19,,Sun Belt (West)
15,2020-12-15,20,Texas (6-3),20,,Big 12
15,2020-12-15,21,Oklahoma State (7-3),22,1,Big 12
15,2020-12-15,22,North Carolina State (8-3),23,1,ACC
15,2020-12-15,23,Tulsa (6-1),24,1,American
15,2020-12-15,24,San Jose State (6-0),,,MWC (West)
15,2020-12-15,25,Colorado (4-1),21,4,Pac-12 (South)
14,2020-12-08,1,Alabama (9-0),1,,SEC (West)
14,2020-12-08,2,Notre Dame (10-0),2,,ACC
14,2020-12-08,3,Clemson (9-1),3,,ACC
14,2020-12-08,4,Ohio State (5-0),4,,Big Ten (East)
14,2020-12-08,5,Texas A&M (7-1),5,,SEC (West)
14,2020-12-08,6,Florida (8-1),6,,SEC (East)
14,2020-12-08,7,Iowa State (8-2),9,2,Big 12
14,2020-12-08,8,Cincinnati (8-0),7,1,American
14,2020-12-08,9,Georgia (6-2),8,1,SEC (East)
14,2020-12-08,10,Miami (FL) (8-1),10,,ACC
14,2020-12-08,11,Oklahoma (7-2),11,,Big 12
14,2020-12-08,12,Indiana (6-1),12,,Big Ten (East)
14,2020-12-08,13,Coastal Carolina (10-0),18,5,Sun Belt (East)
14,2020-12-08,14,Northwestern (5-1),14,,Big Ten (West)
14,2020-12-08,15,USC (4-0),20,5,Pac-12 (South)
14,2020-12-08,16,Iowa (5-2),19,3,Big Ten (West)
14,2020-12-08,17,North Carolina (7-3),17,,ACC
14,2020-12-08,18,BYU (9-1),13,5,Ind
14,2020-12-08,19,Louisiana (9-1),,,Sun Belt (West)
14,2020-12-08,20,Texas (6-3),,,Big 12
14,2020-12-08,21,Colorado (4-0),,,Pac-12 (South)
14,2020-12-08,22,Oklahoma State (6-3),15,7,Big 12
14,2020-12-08,23,North Carolina State (8-3),,,ACC
14,2020-12-08,24,Tulsa (6-1),24,,American
14,2020-12-08,25,Missouri (5-3),,,SEC (East)
13,2020-12-01,1,Alabama (8-0),1,,SEC (West)
13,2020-12-01,2,Notre Dame (9-0),2,,ACC
13,2020-12-01,3,Clemson (8-1),3,,ACC
13,2020-12-01,4,Ohio State (4-0),4,,Big Ten (East)
13,2020-12-01,5,Texas A&M (6-1),5,,SEC (West)
13,2020-12-01,6,Florida (7-1),6,,SEC (East)
13,2020-12-01,7,Cincinnati (8-0),7,,American
13,2020-12-01,8,Georgia (6-2),9,1,SEC (East)
13,2020-12-01,9,Iowa State (7-2),13,4,Big 12
13,2020-12-01,10,Miami (FL) (7-1),10,,ACC
13,2020-12-01,11,Oklahoma (6-2),11,,Big 12
13,2020-12-01,12,Indiana (5-1),12,,Big Ten (East)
13,2020-12-01,13,BYU (9-0),14,1,Ind
13,2020-12-01,14,Northwestern (5-1),8,6,Big Ten (West)
13,2020-12-01,15,Oklahoma State (6-2),23,8,Big 12
13,2020-12-01,16,Wisconsin (2-1),16,,Big Ten (West)
13,2020-12-01,17,North Carolina (6-3),19,2,ACC
13,2020-12-01,18,Coastal Carolina (9-0),20,2,Sun Belt (East)
13,2020-12-01,19,Iowa (4-2),24,5,Big Ten (West)
13,2020-12-01,20,USC (3-0),18,2,Pac-12 (South)
13,2020-12-01,21,Marshall (7-0),21,,CUSA (East)
13,2020-12-01,22,Washington (3-0),,,Pac-12 (North)
13,2020-12-01,23,Oregon (3-1),15,8,Pac-12 (North)
13,2020-12-01,24,Tulsa (5-1),25,1,American
12,2020-11-24,1,Alabama (7-0),,,SEC (West)
12,2020-11-24,2,Notre Dame (8-0),,,ACC
12,2020-11-24,3,Clemson (7-1),,,ACC
12,2020-11-24,4,Ohio State (4-0),,,Big Ten (East)
12,2020-11-24,5,Texas A&M (5-1),,,SEC (West)
12,2020-11-24,6,Florida (6-1),,,SEC (East)
12,2020-11-24,7,Cincinnati (8-0),,,American
12,2020-11-24,8,Northwestern (5-0),,,Big Ten (West)
12,2020-11-24,9,Georgia (5-2),,,SEC (East)
12,2020-11-24,10,Miami (FL) (7-1),,,ACC
12,2020-11-24,11,Oklahoma (6-2),,,Big 12
12,2020-11-24,12,Indiana (4-1),,,Big Ten (East)
12,2020-11-24,13,Iowa State (6-2),,,Big 12
12,2020-11-24,14,BYU (9-0),,,Ind
12,2020-11-24,15,Oregon (3-0),,,Pac-12 (North)
12,2020-11-24,16,Wisconsin (2-1),,,Big Ten (West)
12,2020-11-24,17,Texas (5-2),,,Big 12
12,2020-11-24,18,USC (3-0),,,Pac-12 (South)
12,2020-11-24,19,North Carolina (6-2),,,ACC
12,2020-11-24,20,Coastal Carolina (8-0),,,Sun Belt (East)
12,2020-11-24,21,Marshall (7-0),,,CUSA (East)
12,2020-11-24,22,Auburn (5-2),,,SEC (West)
12,2020-11-24,23,Oklahoma State (5-2),,,Big 12
12,2020-11-24,24,Iowa (3-2),,,Big Ten (West)
12,2020-11-24,25,Tulsa (5-1),,,American
