Wk,Date,Rk,School,Prev,Chng,Conf
5,2007-11-11,12,Florida (7-3),15,3,SEC (East)
5,2007-11-11,13,Texas (9-2),14,1,Big 12 (South)
5,2007-11-11,14,Virginia (9-2),19,5,ACC (Coastal)
5,2007-11-11,15,Clemson (8-2),21,6,ACC (Atlantic)
5,2007-11-11,16,Hawaii (9-0),16,,WAC
5,2007-11-11,17,Boston College (8-2),8,9,ACC (Atlantic)
5,2007-11-11,18,Boise State (9-1),20,2,WAC
5,2007-11-11,19,Illinois (8-3),,,Big Ten
5,2007-11-11,20,Tennessee (7-3),24,4,SEC (East)
5,2007-11-11,21,Michigan (8-3),12,9,Big Ten
5,2007-11-11,22,Cincinnati (8-2),,,Big East
5,2007-11-11,23,Kentucky (7-3),25,2,SEC (East)
5,2007-11-11,24,Connecticut (8-2),13,11,Big East
5,2007-11-11,25,Wisconsin (8-3),,,Big Ten
4,2007-11-04,1,Ohio State (10-0),1,,Big Ten
4,2007-11-04,2,LSU (8-1),3,1,SEC (West)
4,2007-11-04,3,Oregon (8-1),5,2,Pac-10
4,2007-11-04,4,Kansas (9-0),8,4,Big 12 (North)
4,2007-11-04,5,Oklahoma (8-1),6,1,Big 12 (South)
4,2007-11-04,6,Missouri (8-1),9,3,Big 12 (North)
4,2007-11-04,7,West Virginia (7-1),7,,Big East
4,2007-11-04,8,Boston College (8-1),2,6,ACC (Atlantic)
4,2007-11-04,9,Arizona State (8-1),4,5,Pac-10
4,2007-11-04,10,Georgia (7-2),10,,SEC (East)
4,2007-11-04,11,Virginia Tech (7-2),11,,ACC (Coastal)
4,2007-11-04,12,Michigan (8-2),12,,Big Ten
4,2007-11-04,13,Connecticut (8-1),13,,Big East
4,2007-11-04,14,Texas (8-2),15,1,Big 12 (South)
4,2007-11-04,15,Florida (6-3),20,5,SEC (East)
4,2007-11-04,16,Hawaii (8-0),14,2,WAC
4,2007-11-04,17,USC (7-2),19,2,Pac-10
4,2007-11-04,18,Auburn (7-3),16,2,SEC (West)
4,2007-11-04,19,Virginia (8-2),23,4,ACC (Coastal)
4,2007-11-04,20,Boise State (8-1),22,2,WAC
4,2007-11-04,21,Clemson (7-2),25,4,ACC (Atlantic)
4,2007-11-04,22,Alabama (6-3),17,5,SEC (West)
4,2007-11-04,23,Penn State (7-3),,,Big Ten
4,2007-11-04,24,Tennessee (6-3),,,SEC (East)
4,2007-11-04,25,Kentucky (6-3),,,SEC (East)
3,2007-10-28,1,Ohio State (9-0),1,,Big Ten
3,2007-10-28,2,Boston College (8-0),2,,ACC (Atlantic)
3,2007-10-28,3,LSU (7-1),3,,SEC (West)
3,2007-10-28,4,Arizona State (8-0),4,,Pac-10
3,2007-10-28,5,Oregon (7-1),5,,Pac-10
3,2007-10-28,6,Oklahoma (7-1),6,,Big 12 (South)
3,2007-10-28,7,West Virginia (7-1),7,,Big East
3,2007-10-28,8,Kansas (8-0),9,1,Big 12 (North)
3,2007-10-28,9,Missouri (7-1),13,4,Big 12 (North)
3,2007-10-28,10,Georgia (6-2),18,8,SEC (East)
3,2007-10-28,11,Virginia Tech (6-2),8,3,ACC (Coastal)
3,2007-10-28,12,Michigan (7-2),20,8,Big Ten
3,2007-10-28,13,Connecticut (7-1),23,10,Big East
3,2007-10-28,14,Hawaii (8-0),17,3,WAC
3,2007-10-28,15,Texas (7-2),19,4,Big 12 (South)
3,2007-10-28,16,Auburn (6-3),22,6,SEC (West)
3,2007-10-28,17,Alabama (6-2),24,7,SEC (West)
3,2007-10-28,18,South Florida (6-2),10,8,Big East
3,2007-10-28,19,USC (6-2),12,7,Pac-10
3,2007-10-28,20,Florida (5-3),11,9,SEC (East)
3,2007-10-28,21,Wisconsin (7-2),,,Big Ten
3,2007-10-28,22,Boise State (7-1),,,WAC
3,2007-10-28,23,Virginia (7-2),15,8,ACC (Coastal)
3,2007-10-28,24,Wake Forest (6-2),,,ACC (Atlantic)
3,2007-10-28,25,Clemson (6-2),,,ACC (Atlantic)
2,2007-10-21,1,Ohio State (8-0),1,,Big Ten
2,2007-10-21,2,Boston College (7-0),3,1,ACC (Atlantic)
2,2007-10-21,3,LSU (7-1),4,1,SEC (West)
2,2007-10-21,4,Arizona State (7-0),8,4,Pac-10
2,2007-10-21,5,Oregon (6-1),10,5,Pac-10
2,2007-10-21,6,Oklahoma (7-1),5,1,Big 12 (South)
2,2007-10-21,7,West Virginia (6-1),9,2,Big East
2,2007-10-21,8,Virginia Tech (6-1),11,3,ACC (Coastal)
2,2007-10-21,9,Kansas (7-0),13,4,Big 12 (North)
2,2007-10-21,10,South Florida (6-1),2,8,Big East
2,2007-10-21,11,Florida (5-2),15,4,SEC (East)
2,2007-10-21,12,USC (6-1),14,2,Pac-10
2,2007-10-21,13,Missouri (6-1),16,3,Big 12 (North)
2,2007-10-21,14,Kentucky (6-2),7,7,SEC (East)
2,2007-10-21,15,Virginia (7-1),19,4,ACC (Coastal)
2,2007-10-21,16,South Carolina (6-2),6,10,SEC (East)
2,2007-10-21,17,Hawaii (7-0),18,1,WAC
2,2007-10-21,18,Georgia (5-2),20,2,SEC (East)
2,2007-10-21,19,Texas (6-2),22,3,Big 12 (South)
2,2007-10-21,20,Michigan (6-2),25,5,Big Ten
2,2007-10-21,21,California (5-2),12,9,Pac-10
2,2007-10-21,22,Auburn (5-3),17,5,SEC (West)
2,2007-10-21,23,Connecticut (6-1),,,Big East
2,2007-10-21,24,Alabama (6-2),,,SEC (West)
2,2007-10-21,25,Penn State (6-2),,,Big Ten
1,2007-10-14,1,Ohio State (7-0),NA,—,Big Ten
1,2007-10-14,2,South Florida (6-0),NA,—,Big East
1,2007-10-14,3,Boston College (7-0),NA,—,ACC (Atlantic)
1,2007-10-14,4,LSU (6-1),NA,—,SEC (West)
1,2007-10-14,5,Oklahoma (6-1),NA,—,Big 12 (South)
1,2007-10-14,6,South Carolina (6-1),NA,—,SEC (East)
1,2007-10-14,7,Kentucky (6-1),NA,—,SEC (East)
1,2007-10-14,8,Arizona State (7-0),NA,—,Pac-10
1,2007-10-14,9,West Virginia (5-1),NA,—,Big East
1,2007-10-14,10,Oregon (5-1),NA,—,Pac-10
1,2007-10-14,11,Virginia Tech (6-1),NA,—,ACC (Coastal)
1,2007-10-14,12,California (5-1),NA,—,Pac-10
1,2007-10-14,13,Kansas (6-0),NA,—,Big 12 (North)
1,2007-10-14,14,USC (5-1),NA,—,Pac-10
1,2007-10-14,15,Florida (4-2),NA,—,SEC (East)
1,2007-10-14,16,Missouri (5-1),NA,—,Big 12 (North)
1,2007-10-14,17,Auburn (5-2),NA,—,SEC (West)
1,2007-10-14,18,Hawaii (7-0),NA,—,WAC
1,2007-10-14,19,Virginia (6-1),NA,—,ACC (Coastal)
1,2007-10-14,20,Georgia (5-2),NA,—,SEC (East)
1,2007-10-14,21,Tennessee (4-2),NA,—,SEC (East)
1,2007-10-14,22,Texas (5-2),NA,—,Big 12 (South)
1,2007-10-14,23,Cincinnati (6-1),NA,—,Big East
1,2007-10-14,24,Texas Tech (6-1),NA,—,Big 12 (South)
1,2007-10-14,25,Michigan (5-2),NA,—,Big Ten
