Wk,Date,Rk,School,Prev,Chng,Conf
1,2008-10-19,1,Texas (7-0),NA,—,Big 12 (South)
1,2008-10-19,2,Alabama (7-0),NA,—,SEC (West)
1,2008-10-19,3,Penn State (8-0),NA,—,Big Ten
1,2008-10-19,4,Oklahoma (6-1),NA,—,Big 12 (South)
1,2008-10-19,5,USC (5-1),NA,—,Pac-10
1,2008-10-19,6,Oklahoma State (7-0),NA,—,Big 12 (South)
1,2008-10-19,7,Georgia (6-1),NA,—,SEC (East)
1,2008-10-19,8,Texas Tech (7-0),NA,—,Big 12 (South)
1,2008-10-19,9,Ohio State (7-1),NA,—,Big Ten
1,2008-10-19,10,Florida (5-1),NA,—,SEC (East)
1,2008-10-19,11,Utah (8-0),NA,—,MWC
1,2008-10-19,12,Boise State (6-0),NA,—,WAC
1,2008-10-19,13,LSU (5-1),NA,—,SEC (West)
1,2008-10-19,14,Texas Christian (7-1),NA,—,MWC
1,2008-10-19,15,Missouri (5-2),NA,—,Big 12 (North)
1,2008-10-19,16,South Florida (6-1),NA,—,Big East
1,2008-10-19,17,Pitt (5-1),NA,—,Big East
1,2008-10-19,18,Georgia Tech (6-1),NA,—,ACC (Coastal)
1,2008-10-19,19,Tulsa (7-0),NA,—,CUSA (West)
1,2008-10-19,20,Ball State (7-0),NA,—,MAC (West)
1,2008-10-19,21,BYU (6-1),NA,—,MWC
1,2008-10-19,22,Northwestern (6-1),NA,—,Big Ten
1,2008-10-19,23,Kansas (5-2),NA,—,Big 12 (North)
1,2008-10-19,24,Minnesota (6-1),NA,—,Big Ten
1,2008-10-19,25,Florida State (5-1),NA,—,ACC (Atlantic)
