Wk,Date,Rk,School,Prev,Chng,Conf
7,2011-11-27,11,Kansas State (9-2),11,,Big 12
7,2011-11-27,12,South Carolina (10-2),12,,SEC (East)
7,2011-11-27,13,Michigan State (10-2),14,1,Big Ten (Legends)
7,2011-11-27,14,Georgia (10-2),13,1,SEC (East)
7,2011-11-27,15,Wisconsin (10-2),16,1,Big Ten (Leaders)
7,2011-11-27,16,Michigan (10-2),15,1,Big Ten (Legends)
7,2011-11-27,17,Baylor (8-3),18,1,Big 12
7,2011-11-27,18,Texas Christian (9-2),20,2,MWC
7,2011-11-27,19,Nebraska (9-3),21,2,Big Ten (Legends)
7,2011-11-27,20,Clemson (9-3),17,3,ACC (Atlantic)
7,2011-11-27,21,Penn State (9-3),19,2,Big Ten (Leaders)
7,2011-11-27,22,Texas (7-4),25,3,Big 12
7,2011-11-27,23,West Virginia (8-3),,,Big East
7,2011-11-27,24,Southern Mississippi (10-2),,,CUSA (East)
7,2011-11-27,25,Missouri (7-5),,,Big 12
6,2011-11-20,1,LSU (11-0),1,,SEC (West)
6,2011-11-20,2,Alabama (10-1),3,1,SEC (West)
6,2011-11-20,3,Arkansas (10-1),6,3,SEC (West)
6,2011-11-20,4,Oklahoma State (10-1),2,2,Big 12
6,2011-11-20,5,Virginia Tech (10-1),8,3,ACC (Coastal)
6,2011-11-20,6,Stanford (10-1),9,3,Pac-12 (North)
6,2011-11-20,7,Boise State (9-1),10,3,MWC
6,2011-11-20,8,Houston (11-0),11,3,CUSA (West)
6,2011-11-20,9,Oklahoma (8-2),5,4,Big 12
6,2011-11-20,10,Oregon (9-2),4,6,Pac-12 (North)
6,2011-11-20,11,Kansas State (9-2),13,2,Big 12
6,2011-11-20,12,South Carolina (9-2),12,,SEC (East)
6,2011-11-20,13,Georgia (9-2),14,1,SEC (East)
6,2011-11-20,14,Michigan State (9-2),15,1,Big Ten (Legends)
6,2011-11-20,15,Michigan (9-2),18,3,Big Ten (Legends)
6,2011-11-20,16,Wisconsin (9-2),17,1,Big Ten (Leaders)
6,2011-11-20,17,Clemson (9-2),7,10,ACC (Atlantic)
6,2011-11-20,18,Baylor (7-3),22,4,Big 12
6,2011-11-20,19,Penn State (9-2),21,2,Big Ten (Leaders)
6,2011-11-20,20,Texas Christian (9-2),19,1,MWC
6,2011-11-20,21,Nebraska (8-3),16,5,Big Ten (Legends)
6,2011-11-20,22,Notre Dame (8-3),,,Ind
6,2011-11-20,23,Georgia Tech (8-3),,,ACC (Coastal)
6,2011-11-20,24,Auburn (7-4),24,,SEC (West)
6,2011-11-20,25,Texas (6-4),23,2,Big 12
5,2011-11-13,1,LSU (10-0),1,,SEC (West)
5,2011-11-13,2,Oklahoma State (10-0),2,,Big 12
5,2011-11-13,3,Alabama (9-1),3,,SEC (West)
5,2011-11-13,4,Oregon (9-1),7,3,Pac-12 (North)
5,2011-11-13,5,Oklahoma (8-1),6,1,Big 12
5,2011-11-13,6,Arkansas (9-1),8,2,SEC (West)
5,2011-11-13,7,Clemson (9-1),9,2,ACC (Atlantic)
5,2011-11-13,8,Virginia Tech (9-1),10,2,ACC (Coastal)
5,2011-11-13,9,Stanford (9-1),4,5,Pac-12 (North)
5,2011-11-13,10,Boise State (8-1),5,5,MWC
5,2011-11-13,11,Houston (10-0),11,,CUSA (West)
5,2011-11-13,12,South Carolina (8-2),13,1,SEC (East)
5,2011-11-13,13,Kansas State (8-2),14,1,Big 12
5,2011-11-13,14,Georgia (8-2),15,1,SEC (East)
5,2011-11-13,15,Michigan State (8-2),17,2,Big Ten (Legends)
5,2011-11-13,16,Nebraska (8-2),19,3,Big Ten (Legends)
5,2011-11-13,17,Wisconsin (8-2),18,1,Big Ten (Leaders)
5,2011-11-13,18,Michigan (8-2),24,6,Big Ten (Legends)
5,2011-11-13,19,Texas Christian (8-2),,,MWC
5,2011-11-13,20,Southern Mississippi (9-1),22,2,CUSA (East)
5,2011-11-13,21,Penn State (8-2),12,9,Big Ten (Leaders)
5,2011-11-13,22,Baylor (6-3),25,3,Big 12
5,2011-11-13,23,Texas (6-3),16,7,Big 12
5,2011-11-13,24,Auburn (6-4),20,4,SEC (West)
5,2011-11-13,25,Florida State (7-3),,,ACC (Atlantic)
4,2011-11-06,1,LSU (9-0),1,,SEC (West)
4,2011-11-06,2,Oklahoma State (9-0),3,1,Big 12
4,2011-11-06,3,Alabama (8-1),2,1,SEC (West)
4,2011-11-06,4,Stanford (9-0),4,,Pac-12 (North)
4,2011-11-06,5,Boise State (8-0),5,,MWC
4,2011-11-06,6,Oklahoma (8-1),6,,Big 12
4,2011-11-06,7,Oregon (8-1),8,1,Pac-12 (North)
4,2011-11-06,8,Arkansas (8-1),7,1,SEC (West)
4,2011-11-06,9,Clemson (8-1),11,2,ACC (Atlantic)
4,2011-11-06,10,Virginia Tech (8-1),12,2,ACC (Coastal)
4,2011-11-06,11,Houston (9-0),13,2,CUSA (West)
4,2011-11-06,12,Penn State (8-1),16,4,Big Ten (Leaders)
4,2011-11-06,13,South Carolina (7-2),9,4,SEC (East)
4,2011-11-06,14,Kansas State (7-2),14,,Big 12
4,2011-11-06,15,Georgia (7-2),18,3,SEC (East)
4,2011-11-06,16,Texas (6-2),21,5,Big 12
4,2011-11-06,17,Michigan State (7-2),17,,Big Ten (Legends)
4,2011-11-06,18,Wisconsin (7-2),20,2,Big Ten (Leaders)
4,2011-11-06,19,Nebraska (7-2),10,9,Big Ten (Legends)
4,2011-11-06,20,Auburn (6-3),22,2,SEC (West)
4,2011-11-06,21,Georgia Tech (7-2),23,2,ACC (Coastal)
4,2011-11-06,22,Southern Mississippi (8-1),25,3,CUSA (East)
4,2011-11-06,23,Cincinnati (7-1),,,Big East
4,2011-11-06,24,Michigan (7-2),15,9,Big Ten (Legends)
4,2011-11-06,25,Baylor (5-3),,,Big 12
3,2011-10-30,1,LSU (8-0),1,,SEC (West)
3,2011-10-30,2,Alabama (8-0),2,,SEC (West)
3,2011-10-30,3,Oklahoma State (8-0),3,,Big 12
3,2011-10-30,4,Stanford (8-0),6,2,Pac-12 (North)
3,2011-10-30,5,Boise State (7-0),4,1,MWC
3,2011-10-30,6,Oklahoma (7-1),9,3,Big 12
3,2011-10-30,7,Arkansas (7-1),10,3,SEC (West)
3,2011-10-30,8,Oregon (7-1),7,1,Pac-12 (North)
3,2011-10-30,9,South Carolina (7-1),13,4,SEC (East)
3,2011-10-30,10,Nebraska (7-1),14,4,Big Ten (Legends)
3,2011-10-30,11,Clemson (8-1),5,6,ACC (Atlantic)
3,2011-10-30,12,Virginia Tech (8-1),12,,ACC (Coastal)
3,2011-10-30,13,Houston (8-0),17,4,CUSA (West)
3,2011-10-30,14,Kansas State (7-1),8,6,Big 12
3,2011-10-30,15,Michigan (7-1),18,3,Big Ten (Legends)
3,2011-10-30,16,Penn State (8-1),19,3,Big Ten (Leaders)
3,2011-10-30,17,Michigan State (6-2),11,6,Big Ten (Legends)
3,2011-10-30,18,Georgia (6-2),22,4,SEC (East)
3,2011-10-30,19,Arizona State (6-2),21,2,Pac-12 (South)
3,2011-10-30,20,Wisconsin (6-2),15,5,Big Ten (Leaders)
3,2011-10-30,21,Texas (5-2),24,3,Big 12
3,2011-10-30,22,Auburn (6-3),23,1,SEC (West)
3,2011-10-30,23,Georgia Tech (7-2),,,ACC (Coastal)
3,2011-10-30,24,West Virginia (6-2),25,1,Big East
3,2011-10-30,25,Southern Mississippi (7-1),,,CUSA (East)
2,2011-10-23,1,LSU (8-0),1,,SEC (West)
2,2011-10-23,2,Alabama (8-0),2,,SEC (West)
2,2011-10-23,3,Oklahoma State (7-0),4,1,Big 12
2,2011-10-23,4,Boise State (7-0),5,1,MWC
2,2011-10-23,5,Clemson (8-0),7,2,ACC (Atlantic)
2,2011-10-23,6,Stanford (7-0),8,2,Pac-12 (North)
2,2011-10-23,7,Oregon (6-1),10,3,Pac-12 (North)
2,2011-10-23,8,Kansas State (7-0),11,3,Big 12
2,2011-10-23,9,Oklahoma (6-1),3,6,Big 12
2,2011-10-23,10,Arkansas (6-1),9,1,SEC (West)
2,2011-10-23,11,Michigan State (6-1),16,5,Big Ten (Legends)
2,2011-10-23,12,Virginia Tech (7-1),12,,ACC (Coastal)
2,2011-10-23,13,South Carolina (6-1),14,1,SEC (East)
2,2011-10-23,14,Nebraska (6-1),13,1,Big Ten (Legends)
2,2011-10-23,15,Wisconsin (6-1),6,9,Big Ten (Leaders)
2,2011-10-23,16,Texas A&M (5-2),17,1,Big 12
2,2011-10-23,17,Houston (7-0),19,2,CUSA (West)
2,2011-10-23,18,Michigan (6-1),18,,Big Ten (Legends)
2,2011-10-23,19,Penn State (7-1),21,2,Big Ten (Leaders)
2,2011-10-23,20,Texas Tech (5-2),,,Big 12
2,2011-10-23,21,Arizona State (5-2),,,Pac-12 (South)
2,2011-10-23,22,Georgia (5-2),,,SEC (East)
2,2011-10-23,23,Auburn (5-3),20,3,SEC (West)
2,2011-10-23,24,Texas (4-2),24,,Big 12
2,2011-10-23,25,West Virginia (5-2),15,10,Big East
1,2011-10-16,1,LSU (7-0),NA,—,SEC (West)
1,2011-10-16,2,Alabama (7-0),NA,—,SEC (West)
1,2011-10-16,3,Oklahoma (6-0),NA,—,Big 12
1,2011-10-16,4,Oklahoma State (6-0),NA,—,Big 12
1,2011-10-16,5,Boise State (6-0),NA,—,MWC
1,2011-10-16,6,Wisconsin (6-0),NA,—,Big Ten (Leaders)
1,2011-10-16,7,Clemson (7-0),NA,—,ACC (Atlantic)
1,2011-10-16,8,Stanford (6-0),NA,—,Pac-12 (North)
1,2011-10-16,9,Arkansas (5-1),NA,—,SEC (West)
1,2011-10-16,10,Oregon (5-1),NA,—,Pac-12 (North)
1,2011-10-16,11,Kansas State (6-0),NA,—,Big 12
1,2011-10-16,12,Virginia Tech (6-1),NA,—,ACC (Coastal)
1,2011-10-16,13,Nebraska (5-1),NA,—,Big Ten (Legends)
1,2011-10-16,14,South Carolina (6-1),NA,—,SEC (East)
1,2011-10-16,15,West Virginia (5-1),NA,—,Big East
1,2011-10-16,16,Michigan State (5-1),NA,—,Big Ten (Legends)
1,2011-10-16,17,Texas A&M (4-2),NA,—,Big 12
1,2011-10-16,18,Michigan (6-1),NA,—,Big Ten (Legends)
1,2011-10-16,19,Houston (6-0),NA,—,CUSA (West)
1,2011-10-16,20,Auburn (5-2),NA,—,SEC (West)
1,2011-10-16,21,Penn State (6-1),NA,—,Big Ten (Leaders)
1,2011-10-16,22,Georgia Tech (6-1),NA,—,ACC (Coastal)
1,2011-10-16,23,Illinois (6-1),NA,—,Big Ten (Leaders)
1,2011-10-16,24,Texas (4-2),NA,—,Big 12
1,2011-10-16,25,Washington (5-1),NA,—,Pac-12 (North)
