Wk,Date,Rk,School,Prev,Chng,Conf
8,Final,1,Miami (FL) (11-0),1,,Big East
8,Final,2,Ohio State (13-0),2,,Big Ten
8,Final,3,Georgia (11-1),3,,SEC (East)
8,Final,4,USC (10-2),4,,Pac-10
8,Final,5,Iowa (11-1),5,,Big Ten
8,Final,6,Washington State (9-2),6,,Pac-10
8,Final,7,Oklahoma (10-2),7,,Big 12 (South)
8,Final,8,Kansas State (10-2),8,,Big 12 (North)
8,Final,9,Notre Dame (10-2),10,1,Ind
8,Final,10,Texas (10-2),9,1,Big 12 (South)
8,Final,11,Michigan (9-3),11,,Big Ten
8,Final,12,Penn State (9-3),13,1,Big Ten
8,Final,13,Colorado (9-3),12,1,Big 12 (North)
8,Final,14,Florida State (9-4),14,,ACC
8,Final,15,West Virginia (9-3),15,,Big East
7,2002-11-30,1,Miami (FL) (10-0),1,,Big East
7,2002-11-30,2,Ohio State (13-0),2,,Big Ten
7,2002-11-30,3,Georgia (10-1),4,1,SEC (East)
7,2002-11-30,4,USC (9-2),6,2,Pac-10
7,2002-11-30,5,Iowa (11-1),5,,Big Ten
7,2002-11-30,6,Washington State (9-2),8,2,Pac-10
7,2002-11-30,7,Oklahoma (10-1),3,4,Big 12 (South)
7,2002-11-30,8,Kansas State (10-2),10,2,Big 12 (North)
7,2002-11-30,9,Texas (10-2),9,,Big 12 (South)
7,2002-11-30,10,Notre Dame (10-1),7,3,Ind
7,2002-11-30,11,Michigan (9-3),11,,Big Ten
7,2002-11-30,12,Colorado (9-3),12,,Big 12 (North)
7,2002-11-30,13,Penn State (9-3),14,1,Big Ten
7,2002-11-30,14,Florida State (8-4),,,ACC
7,2002-11-30,15,West Virginia (8-3),,,Big East
6,2002-11-23,1,Miami (FL) (10-0),1,,Big East
6,2002-11-23,2,Ohio State (12-0),2,,Big Ten
6,2002-11-23,3,Oklahoma (9-1),4,1,Big 12 (South)
6,2002-11-23,4,Georgia (10-1),5,1,SEC (East)
6,2002-11-23,5,Iowa (11-1),7,2,Big Ten
6,2002-11-23,6,USC (8-2),8,2,Pac-10
6,2002-11-23,7,Notre Dame (9-1),6,1,Ind
6,2002-11-23,8,Washington State (9-1),3,5,Pac-10
6,2002-11-23,9,Texas (9-2),10,1,Big 12 (South)
6,2002-11-23,10,Kansas State (9-2),11,1,Big 12 (North)
6,2002-11-23,11,Michigan (9-2),9,2,Big Ten
6,2002-11-23,12,Colorado (8-3),13,1,Big 12 (North)
6,2002-11-23,13,Florida (8-3),14,1,SEC (East)
6,2002-11-23,14,Penn State (8-3),15,1,Big Ten
6,2002-11-23,15,Colorado State (9-2),,,MWC
5,2002-11-16,1,Miami (FL) (9-0),2,1,Big East
5,2002-11-16,2,Ohio State (11-0),1,1,Big Ten
5,2002-11-16,3,Washington State (9-1),3,,Pac-10
5,2002-11-16,4,Oklahoma (8-1),4,,Big 12 (South)
5,2002-11-16,5,Georgia (9-1),6,1,SEC (East)
5,2002-11-16,6,Notre Dame (9-1),7,1,Ind
5,2002-11-16,7,Iowa (10-1),8,1,Big Ten
5,2002-11-16,8,USC (7-2),9,1,Pac-10
5,2002-11-16,9,Michigan (8-2),10,1,Big Ten
5,2002-11-16,10,Texas (9-1),5,5,Big 12 (South)
5,2002-11-16,11,Kansas State (8-2),12,1,Big 12 (North)
5,2002-11-16,12,Florida State (7-3),11,1,ACC
5,2002-11-16,13,Colorado (7-3),,,Big 12 (North)
5,2002-11-16,14,Florida (7-3),14,,SEC (East)
5,2002-11-16,15,Penn State (7-3),15,,Big Ten
