Wk,Date,Rk,School,Prev,Chng,Conf
2,2013-10-27,23,UCF (6-1),23,,American
2,2013-10-27,24,Wisconsin (5-2),,,Big Ten (Leaders)
2,2013-10-27,25,Notre Dame (6-2),,,Ind
1,2013-10-20,1,Alabama (7-0),NA,—,SEC (West)
1,2013-10-20,2,Florida State (6-0),NA,—,ACC (Atlantic)
1,2013-10-20,3,Oregon (7-0),NA,—,Pac-12 (North)
1,2013-10-20,4,Ohio State (7-0),NA,—,Big Ten (Leaders)
1,2013-10-20,5,Missouri (7-0),NA,—,SEC (East)
1,2013-10-20,6,Stanford (6-1),NA,—,Pac-12 (North)
1,2013-10-20,7,Miami (FL) (6-0),NA,—,ACC (Coastal)
1,2013-10-20,8,Baylor (6-0),NA,—,Big 12
1,2013-10-20,9,Clemson (6-1),NA,—,ACC (Atlantic)
1,2013-10-20,10,Texas Tech (7-0),NA,—,Big 12
1,2013-10-20,11,Auburn (6-1),NA,—,SEC (West)
1,2013-10-20,12,UCLA (5-1),NA,—,Pac-12 (South)
1,2013-10-20,13,LSU (6-2),NA,—,SEC (West)
1,2013-10-20,14,Virginia Tech (6-1),NA,—,ACC (Coastal)
1,2013-10-20,15,Oklahoma (6-1),NA,—,Big 12
1,2013-10-20,16,Texas A&M (5-2),NA,—,SEC (West)
1,2013-10-20,17,Fresno State (6-0),NA,—,MWC (West)
1,2013-10-20,18,Northern Illinois (7-0),NA,—,MAC (West)
1,2013-10-20,19,Oklahoma State (5-1),NA,—,Big 12
1,2013-10-20,20,Louisville (6-1),NA,—,American
1,2013-10-20,21,South Carolina (5-2),NA,—,SEC (East)
1,2013-10-20,22,Michigan (6-1),NA,—,Big Ten (Legends)
1,2013-10-20,23,UCF (5-1),NA,—,American
1,2013-10-20,24,Nebraska (5-1),NA,—,Big Ten (Legends)
1,2013-10-20,25,Oregon State (6-1),NA,—,Pac-12 (North)
