Wk,Date,Rk,School,Prev,Chng,1st,Conf
14,2025-11-23,1,Ohio State (11-0),1,,58,Big Ten
14,2025-11-23,2,Indiana (11-0),2,,7,Big Ten
14,2025-11-23,3,Texas A&M (11-0),3,,1,SEC
14,2025-11-23,4,Georgia (10-1),4,,,SEC
14,2025-11-23,5,Oregon (10-1),6,1,,Big Ten
14,2025-11-23,6,Ole Miss (10-1),5,1,,SEC
14,2025-11-23,7,Texas Tech (10-1),6,1,,Big 12
14,2025-11-23,8,Oklahoma (9-2),8,,,SEC
14,2025-11-23,9,Notre Dame (9-2),9,,,Ind
14,2025-11-23,10,Alabama (9-2),10,,,SEC
14,2025-11-23,11,BYU (10-1),11,,,Big 12
14,2025-11-23,12,Vanderbilt (9-2),12,,,SEC
14,2025-11-23,13,Miami (FL) (9-2),14,1,,ACC
14,2025-11-23,14,Utah (9-2),13,1,,Big 12
14,2025-11-23,15,Michigan (9-2),18,3,,Big Ten
14,2025-11-23,16,Texas (8-3),17,1,,SEC
14,2025-11-23,17,Virginia (9-2),19,2,,ACC
14,2025-11-23,18,Tennessee (8-3),20,2,,SEC
14,2025-11-23,19,USC (8-3),16,3,,Big Ten
14,2025-11-23,20,James Madison (10-1),21,1,,Sun Belt (East)
14,2025-11-23,21,North Texas (10-1),22,1,,American
14,2025-11-23,22,Tulane (9-2),24,2,,American
14,2025-11-23,23,Georgia Tech (9-2),15,8,,ACC
14,2025-11-23,24,Pitt (8-3),,,,ACC
14,2025-11-23,25,SMU (8-3),,,,ACC
13,2025-11-16,1,Ohio State (10-0),1,,57,Big Ten
13,2025-11-16,2,Indiana (11-0),2,,8,Big Ten
13,2025-11-16,3,Texas A&M (10-0),3,,1,SEC
13,2025-11-16,4,Georgia (9-1),5,1,,SEC
13,2025-11-16,5,Ole Miss (10-1),6,1,,SEC
13,2025-11-16,6,Oregon (9-1),7,1,,Big Ten
13,2025-11-16,6,Texas Tech (10-1),8,2,,Big 12
13,2025-11-16,8,Oklahoma (8-2),11,3,,SEC
13,2025-11-16,9,Notre Dame (8-2),9,,,Ind
13,2025-11-16,10,Alabama (8-2),4,6,,SEC
13,2025-11-16,11,BYU (9-1),12,1,,Big 12
13,2025-11-16,12,Vanderbilt (8-2),13,1,,SEC
13,2025-11-16,13,Utah (8-2),15,2,,Big 12
13,2025-11-16,14,Miami (FL) (8-2),16,2,,ACC
13,2025-11-16,15,Georgia Tech (9-1),14,1,,ACC
13,2025-11-16,16,USC (8-2),17,1,,Big Ten
13,2025-11-16,17,Texas (7-3),10,7,,SEC
13,2025-11-16,18,Michigan (8-2),18,,,Big Ten
13,2025-11-16,19,Virginia (9-2),20,1,,ACC
13,2025-11-16,20,Tennessee (7-3),21,1,,SEC
13,2025-11-16,21,James Madison (9-1),24,3,,Sun Belt (East)
13,2025-11-16,22,North Texas (9-1),,,,American
13,2025-11-16,23,Missouri (7-3),,,,SEC
13,2025-11-16,24,Tulane (8-2),,,,American
13,2025-11-16,25,Houston (8-2),,,,Big 12
12,2025-11-09,1,Ohio State (9-0),1,,55,Big Ten
12,2025-11-09,2,Indiana (10-0),2,,6,Big Ten
12,2025-11-09,3,Texas A&M (9-0),3,,4,SEC
12,2025-11-09,4,Alabama (8-1),4,,,SEC
12,2025-11-09,5,Georgia (8-1),5,,,SEC
12,2025-11-09,6,Ole Miss (9-1),7,1,,SEC
12,2025-11-09,7,Oregon (8-1),6,1,,Big Ten
12,2025-11-09,8,Texas Tech (9-1),9,1,,Big 12
12,2025-11-09,9,Notre Dame (7-2),10,1,,Ind
12,2025-11-09,10,Texas (7-2),13,3,,SEC
12,2025-11-09,11,Oklahoma (7-2),11,,,SEC
12,2025-11-09,12,BYU (8-1),8,4,,Big 12
12,2025-11-09,13,Vanderbilt (8-2),15,2,,SEC
12,2025-11-09,14,Georgia Tech (8-1),16,2,,ACC
12,2025-11-09,15,Utah (7-2),17,2,,Big 12
12,2025-11-09,16,Miami (FL) (7-2),18,2,,ACC
12,2025-11-09,17,USC (7-2),20,3,,Big Ten
12,2025-11-09,18,Michigan (7-2),21,3,,Big Ten
12,2025-11-09,19,Louisville (7-2),14,5,,ACC
12,2025-11-09,20,Virginia (8-2),12,8,,ACC
12,2025-11-09,21,Tennessee (6-3),23,2,,SEC
12,2025-11-09,22,Cincinnati (7-2),25,3,,Big 12
12,2025-11-09,23,Pitt (7-2),,,,ACC
12,2025-11-09,24,James Madison (8-1),,,,Sun Belt (East)
12,2025-11-09,25,South Florida (7-2),,,,American
11,2025-11-02,1,Ohio State (8-0),1,,54,Big Ten
11,2025-11-02,2,Indiana (9-0),2,,11,Big Ten
11,2025-11-02,3,Texas A&M (8-0),3,,1,SEC
11,2025-11-02,4,Alabama (7-1),4,,,SEC
11,2025-11-02,5,Georgia (7-1),5,,,SEC
11,2025-11-02,6,Oregon (7-1),6,,,Big Ten
11,2025-11-02,7,Ole Miss (8-1),7,,,SEC
11,2025-11-02,8,BYU (8-0),10,2,,Big 12
11,2025-11-02,9,Texas Tech (8-1),13,4,,Big 12
11,2025-11-02,10,Notre Dame (6-2),12,2,,Ind
11,2025-11-02,11,Oklahoma (7-2),18,7,,SEC
11,2025-11-02,12,Virginia (8-1),15,3,,ACC
11,2025-11-02,13,Texas (7-2),20,7,,SEC
11,2025-11-02,14,Louisville (7-1),16,2,,ACC
11,2025-11-02,15,Vanderbilt (7-2),9,6,,SEC
11,2025-11-02,16,Georgia Tech (8-1),8,8,,ACC
11,2025-11-02,17,Utah (7-2),24,7,,Big 12
11,2025-11-02,18,Miami (FL) (6-2),10,8,,ACC
11,2025-11-02,19,Missouri (6-2),19,,,SEC
11,2025-11-02,20,USC (6-2),23,3,,Big Ten
11,2025-11-02,21,Michigan (7-2),21,,,Big Ten
11,2025-11-02,22,Memphis (8-1),25,3,,American
11,2025-11-02,23,Tennessee (6-3),14,9,,SEC
11,2025-11-02,24,Washington (6-2),,,,Big Ten
11,2025-11-02,25,Cincinnati (7-2),17,8,,Big 12
10,2025-10-26,1,Ohio State (7-0),1,,54,Big Ten
10,2025-10-26,2,Indiana (8-0),2,,11,Big Ten
10,2025-10-26,3,Texas A&M (8-0),3,,1,SEC
10,2025-10-26,4,Alabama (7-1),4,,,SEC
10,2025-10-26,5,Georgia (6-1),5,,,SEC
10,2025-10-26,6,Oregon (7-1),6,,,Big Ten
10,2025-10-26,7,Ole Miss (7-1),8,1,,SEC
10,2025-10-26,8,Georgia Tech (8-0),7,1,,ACC
10,2025-10-26,9,Vanderbilt (7-1),10,1,,SEC
10,2025-10-26,10,BYU (8-0),11,1,,Big 12
10,2025-10-26,10,Miami (FL) (6-1),9,1,,ACC
10,2025-10-26,12,Notre Dame (5-2),12,,,Ind
10,2025-10-26,13,Texas Tech (7-1),14,1,,Big 12
10,2025-10-26,14,Tennessee (6-2),17,3,,SEC
10,2025-10-26,15,Virginia (7-1),16,1,,ACC
10,2025-10-26,16,Louisville (6-1),19,3,,ACC
10,2025-10-26,17,Cincinnati (7-1),21,4,,Big 12
10,2025-10-26,18,Oklahoma (6-2),13,5,,SEC
10,2025-10-26,19,Missouri (6-2),15,4,,SEC
10,2025-10-26,20,Texas (6-2),22,2,,SEC
10,2025-10-26,21,Michigan (6-2),25,4,,Big Ten
10,2025-10-26,22,Houston (7-1),,,,Big 12
10,2025-10-26,23,USC (5-2),,,,Big Ten
10,2025-10-26,24,Utah (6-2),,,,Big 12
10,2025-10-26,25,Memphis (7-1),,,,American
9,2025-10-19,1,Ohio State (7-0),1,,60,Big Ten
9,2025-10-19,2,Indiana (7-0),3,1,6,Big Ten
9,2025-10-19,3,Texas A&M (7-0),4,1,,SEC
9,2025-10-19,4,Alabama (6-1),6,2,,SEC
9,2025-10-19,5,Georgia (6-1),9,4,,SEC
9,2025-10-19,6,Oregon (6-1),8,2,,Big Ten
9,2025-10-19,7,Georgia Tech (7-0),12,5,,ACC
9,2025-10-19,8,Ole Miss (6-1),5,3,,SEC
9,2025-10-19,9,Miami (FL) (5-1),2,7,,ACC
9,2025-10-19,10,Vanderbilt (6-1),17,7,,SEC
9,2025-10-19,11,BYU (7-0),15,4,,Big 12
9,2025-10-19,12,Notre Dame (5-2),13,1,,Ind
9,2025-10-19,13,Oklahoma (6-1),14,1,,SEC
9,2025-10-19,14,Texas Tech (6-1),7,7,,Big 12
9,2025-10-19,15,Missouri (6-1),16,1,,SEC
9,2025-10-19,16,Virginia (6-1),18,2,,ACC
9,2025-10-19,17,Tennessee (5-2),11,6,,SEC
9,2025-10-19,18,South Florida (6-1),19,1,,American
9,2025-10-19,19,Louisville (5-1),,,,ACC
9,2025-10-19,20,LSU (5-2),10,10,,SEC
9,2025-10-19,21,Cincinnati (6-1),24,3,,Big 12
9,2025-10-19,22,Texas (5-2),21,1,,SEC
9,2025-10-19,23,Illinois (5-2),,,,Big Ten
9,2025-10-19,24,Arizona State (5-2),,,,Big 12
9,2025-10-19,25,Michigan (5-2),,,,Big Ten
8,2025-10-12,1,Ohio State (6-0),1,,50,Big Ten
8,2025-10-12,2,Miami (FL) (5-0),2,,13,ACC
8,2025-10-12,3,Indiana (6-0),7,4,3,Big Ten
8,2025-10-12,4,Texas A&M (6-0),5,1,,SEC
8,2025-10-12,5,Ole Miss (6-0),4,1,,SEC
8,2025-10-12,6,Alabama (5-1),8,2,,SEC
8,2025-10-12,7,Texas Tech (6-0),9,2,,Big 12
8,2025-10-12,8,Oregon (5-1),3,5,,Big Ten
8,2025-10-12,9,Georgia (5-1),10,1,,SEC
8,2025-10-12,10,LSU (5-1),11,1,,SEC
8,2025-10-12,11,Tennessee (5-1),12,1,,SEC
8,2025-10-12,12,Georgia Tech (6-0),13,1,,ACC
8,2025-10-12,13,Notre Dame (4-2),16,3,,Ind
8,2025-10-12,14,Oklahoma (5-1),6,8,,SEC
8,2025-10-12,15,BYU (6-0),18,3,,Big 12
8,2025-10-12,16,Missouri (5-1),14,2,,SEC
8,2025-10-12,17,Vanderbilt (5-1),20,3,,SEC
8,2025-10-12,18,Virginia (5-1),19,1,,ACC
8,2025-10-12,19,South Florida (5-1),24,5,,American
8,2025-10-12,20,USC (5-1),,,,Big Ten
8,2025-10-12,21,Texas (4-2),,,,SEC
8,2025-10-12,22,Memphis (6-0),23,1,,American
8,2025-10-12,23,Utah (5-1),,,,Big 12
8,2025-10-12,24,Cincinnati (5-1),,,,Big 12
8,2025-10-12,25,Nebraska (5-1),,,,Big Ten
7,2025-10-05,1,Ohio State (5-0),1,,40,Big Ten
7,2025-10-05,2,Miami (FL) (5-0),3,1,21,ACC
7,2025-10-05,3,Oregon (5-0),2,1,5,Big Ten
7,2025-10-05,4,Ole Miss (5-0),4,,,SEC
7,2025-10-05,5,Texas A&M (5-0),6,1,,SEC
7,2025-10-05,6,Oklahoma (5-0),5,1,,SEC
7,2025-10-05,7,Indiana (5-0),8,1,,Big Ten
7,2025-10-05,8,Alabama (4-1),10,2,,SEC
7,2025-10-05,9,Texas Tech (5-0),11,2,,Big 12
7,2025-10-05,10,Georgia (4-1),12,2,,SEC
7,2025-10-05,11,LSU (4-1),13,2,,SEC
7,2025-10-05,12,Tennessee (4-1),15,3,,SEC
7,2025-10-05,13,Georgia Tech (5-0),17,4,,ACC
7,2025-10-05,14,Missouri (5-0),19,5,,SEC
7,2025-10-05,15,Michigan (4-1),20,5,,Big Ten
7,2025-10-05,16,Notre Dame (3-2),21,5,,Ind
7,2025-10-05,17,Illinois (5-1),22,5,,Big Ten
7,2025-10-05,18,BYU (5-0),23,5,,Big 12
7,2025-10-05,19,Virginia (5-1),24,5,,ACC
7,2025-10-05,20,Vanderbilt (5-1),16,4,,SEC
7,2025-10-05,21,Arizona State (4-1),25,4,,Big 12
7,2025-10-05,22,Iowa State (5-1),14,8,,Big 12
7,2025-10-05,23,Memphis (6-0),,,,American
7,2025-10-05,24,South Florida (4-1),,,,American
7,2025-10-05,25,Florida State (3-2),18,7,,ACC
6,2025-09-28,1,Ohio State (4-0),1,,46,Big Ten
6,2025-09-28,2,Oregon (5-0),6,4,16,Big Ten
6,2025-09-28,3,Miami (FL) (4-0),2,1,4,ACC
6,2025-09-28,4,Ole Miss (5-0),13,9,,SEC
6,2025-09-28,5,Oklahoma (4-0),7,2,,SEC
6,2025-09-28,6,Texas A&M (4-0),9,3,,SEC
6,2025-09-28,7,Penn State (3-1),3,4,,Big Ten
6,2025-09-28,8,Indiana (5-0),11,3,,Big Ten
6,2025-09-28,9,Texas (3-1),10,1,,SEC
6,2025-09-28,10,Alabama (3-1),17,7,,SEC
6,2025-09-28,11,Texas Tech (4-0),12,1,,Big 12
6,2025-09-28,12,Georgia (3-1),5,7,,SEC
6,2025-09-28,13,LSU (4-1),4,9,,SEC
6,2025-09-28,14,Iowa State (5-0),14,,,Big 12
6,2025-09-28,15,Tennessee (4-1),15,,,SEC
6,2025-09-28,16,Vanderbilt (5-0),18,2,,SEC
6,2025-09-28,17,Georgia Tech (5-0),16,1,,ACC
6,2025-09-28,18,Florida State (3-1),8,10,,ACC
6,2025-09-28,19,Missouri (5-0),20,1,,SEC
6,2025-09-28,20,Michigan (3-1),19,1,,Big Ten
6,2025-09-28,21,Notre Dame (2-2),22,1,,Ind
6,2025-09-28,22,Illinois (4-1),23,1,,Big Ten
6,2025-09-28,23,BYU (4-0),25,2,,Big 12
6,2025-09-28,24,Virginia (4-1),,,,ACC
6,2025-09-28,25,Arizona State (4-1),,,,Big 12
5,2025-09-21,1,Ohio State (3-0),1,,52,Big Ten
5,2025-09-21,2,Miami (FL) (4-0),4,2,7,ACC
5,2025-09-21,3,Penn State (3-0),2,1,5,Big Ten
5,2025-09-21,4,LSU (4-0),3,1,,SEC
5,2025-09-21,5,Georgia (3-0),5,,,SEC
5,2025-09-21,6,Oregon (4-0),6,,1,Big Ten
5,2025-09-21,7,Oklahoma (4-0),11,4,1,SEC
5,2025-09-21,8,Florida State (3-0),7,1,,ACC
5,2025-09-21,9,Texas A&M (3-0),10,1,,SEC
5,2025-09-21,10,Texas (3-1),8,2,,SEC
5,2025-09-21,11,Indiana (4-0),19,8,,Big Ten
5,2025-09-21,12,Texas Tech (4-0),17,5,,Big 12
5,2025-09-21,13,Ole Miss (4-0),13,,,SEC
5,2025-09-21,14,Iowa State (4-0),12,2,,Big 12
5,2025-09-21,15,Tennessee (3-1),15,,,SEC
5,2025-09-21,16,Georgia Tech (4-0),18,2,,ACC
5,2025-09-21,17,Alabama (2-1),14,3,,SEC
5,2025-09-21,18,Vanderbilt (4-0),20,2,,SEC
5,2025-09-21,19,Michigan (3-1),21,2,,Big Ten
5,2025-09-21,20,Missouri (4-0),23,3,,SEC
5,2025-09-21,21,USC (4-0),25,4,,Big Ten
5,2025-09-21,22,Notre Dame (1-2),24,2,,Ind
5,2025-09-21,23,Illinois (3-1),9,14,,Big Ten
5,2025-09-21,24,Texas Christian (3-0),,,,Big 12
5,2025-09-21,25,BYU (3-0),,,,Big 12
4,2025-09-14,1,Ohio State (3-0),1,,55,Big Ten
4,2025-09-14,2,Penn State (3-0),2,,5,Big Ten
4,2025-09-14,3,LSU (3-0),3,,2,SEC
4,2025-09-14,4,Miami (FL) (3-0),5,1,3,ACC
4,2025-09-14,5,Georgia (3-0),6,1,,SEC
4,2025-09-14,6,Oregon (3-0),4,2,1,Big Ten
4,2025-09-14,7,Florida State (2-0),10,3,,ACC
4,2025-09-14,8,Texas (2-1),7,1,,SEC
4,2025-09-14,9,Illinois (3-0),9,,,Big Ten
4,2025-09-14,10,Texas A&M (3-0),16,6,,SEC
4,2025-09-14,11,Oklahoma (3-0),13,2,,SEC
4,2025-09-14,12,Iowa State (4-0),14,2,,Big 12
4,2025-09-14,13,Ole Miss (3-0),17,4,,SEC
4,2025-09-14,14,Alabama (2-1),19,5,,SEC
4,2025-09-14,15,Tennessee (2-1),15,,,SEC
4,2025-09-14,16,Utah (3-0),20,4,,Big 12
4,2025-09-14,17,Texas Tech (3-0),21,4,,Big 12
4,2025-09-14,18,Georgia Tech (3-0),,,,ACC
4,2025-09-14,19,Indiana (3-0),22,3,,Big Ten
4,2025-09-14,20,Vanderbilt (3-0),,,,SEC
4,2025-09-14,21,Michigan (2-1),23,2,,Big Ten
4,2025-09-14,22,Auburn (3-0),24,2,,SEC
4,2025-09-14,23,Missouri (3-0),25,2,,SEC
4,2025-09-14,24,Notre Dame (0-2),8,16,,Ind
4,2025-09-14,25,USC (3-0),,,,Big Ten
3,2025-09-07,1,Ohio State (2-0),1,,57,Big Ten
3,2025-09-07,2,Penn State (2-0),2,,5,Big Ten
3,2025-09-07,3,LSU (2-0),3,,2,SEC
3,2025-09-07,4,Oregon (2-0),6,2,1,Big Ten
3,2025-09-07,5,Miami (FL) (2-0),5,,,ACC
3,2025-09-07,6,Georgia (2-0),4,2,,SEC
3,2025-09-07,7,Texas (1-1),7,,,SEC
3,2025-09-07,8,Notre Dame (0-1),9,1,,Ind
3,2025-09-07,9,Illinois (2-0),11,2,,Big Ten
3,2025-09-07,10,Florida State (2-0),14,4,,ACC
3,2025-09-07,11,South Carolina (2-0),10,1,,SEC
3,2025-09-07,12,Clemson (1-1),8,4,,ACC
3,2025-09-07,13,Oklahoma (2-0),18,5,,SEC
3,2025-09-07,14,Iowa State (3-0),16,2,,Big 12
3,2025-09-07,15,Tennessee (2-0),22,7,,SEC
3,2025-09-07,16,Texas A&M (2-0),19,3,,SEC
3,2025-09-07,17,Ole Miss (2-0),20,3,,SEC
3,2025-09-07,18,South Florida (2-0),,,,American
3,2025-09-07,19,Alabama (1-1),21,2,,SEC
3,2025-09-07,20,Utah (2-0),25,5,,Big 12
3,2025-09-07,21,Texas Tech (2-0),24,3,,Big 12
3,2025-09-07,22,Indiana (2-0),23,1,,Big Ten
3,2025-09-07,23,Michigan (1-1),15,8,,Big Ten
3,2025-09-07,24,Auburn (2-0),,,,SEC
3,2025-09-07,25,Missouri (2-0),,,,SEC
2,2025-09-02,1,Ohio State (1-0),3,2,55,Big Ten
2,2025-09-02,2,Penn State (1-0),2,,7,Big Ten
2,2025-09-02,3,LSU (1-0),9,6,3,SEC
2,2025-09-02,4,Georgia (1-0),5,1,,SEC
2,2025-09-02,5,Miami (FL) (1-0),10,5,,ACC
2,2025-09-02,6,Oregon (1-0),7,1,1,Big Ten
2,2025-09-02,7,Texas (0-1),1,6,,SEC
2,2025-09-02,8,Clemson (0-1),4,4,,ACC
2,2025-09-02,9,Notre Dame (0-1),6,3,,Ind
2,2025-09-02,10,South Carolina (1-0),13,3,,SEC
2,2025-09-02,11,Illinois (1-0),12,1,,Big Ten
2,2025-09-02,12,Arizona State (1-0),11,1,,Big 12
2,2025-09-02,13,Florida (1-0),15,2,,SEC
2,2025-09-02,14,Florida State (1-0),,,,ACC
2,2025-09-02,15,Michigan (1-0),14,1,,Big Ten
2,2025-09-02,16,Iowa State (2-0),22,6,,Big 12
2,2025-09-02,17,SMU (1-0),16,1,,ACC
2,2025-09-02,18,Oklahoma (1-0),18,,,SEC
2,2025-09-02,19,Texas A&M (1-0),19,,,SEC
2,2025-09-02,20,Ole Miss (1-0),21,1,,SEC
2,2025-09-02,21,Alabama (0-1),8,13,,SEC
2,2025-09-02,22,Tennessee (1-0),24,2,,SEC
2,2025-09-02,23,Indiana (1-0),20,3,,Big Ten
2,2025-09-02,24,Texas Tech (1-0),23,1,,Big 12
2,2025-09-02,25,Utah (1-0),,,,Big 12
1,Preseason,1,Texas,NA,—,25,SEC
1,Preseason,2,Penn State,NA,—,23,Big Ten
1,Preseason,3,Ohio State,NA,—,11,Big Ten
1,Preseason,4,Clemson,NA,—,4,ACC
1,Preseason,5,Georgia,NA,—,1,SEC
1,Preseason,6,Notre Dame,NA,—,,Ind
1,Preseason,7,Oregon,NA,—,1,Big Ten
1,Preseason,8,Alabama,NA,—,,SEC
1,Preseason,9,LSU,NA,—,,SEC
1,Preseason,10,Miami (FL),NA,—,,ACC
1,Preseason,11,Arizona State,NA,—,,Big 12
1,Preseason,12,Illinois,NA,—,,Big Ten
1,Preseason,13,South Carolina,NA,—,,SEC
1,Preseason,14,Michigan,NA,—,,Big Ten
1,Preseason,15,Florida,NA,—,,SEC
1,Preseason,16,SMU,NA,—,,ACC
1,Preseason,17,Kansas State,NA,—,,Big 12
1,Preseason,18,Oklahoma,NA,—,,SEC
1,Preseason,19,Texas A&M,NA,—,,SEC
1,Preseason,20,Indiana,NA,—,,Big Ten
1,Preseason,21,Ole Miss,NA,—,,SEC
1,Preseason,22,Iowa State,NA,—,,Big 12
1,Preseason,23,Texas Tech,NA,—,,Big 12
1,Preseason,24,Tennessee,NA,—,,SEC
1,Preseason,25,Boise State,NA,—,,MWC
